room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4833015,24879450.0,Entire home/apt,,Ocean Beach,16,5.0,4.0,2.0,275.0,3.0,32.739262,-117.254704,2015-12-16 05:47:08.129217
7896606,4506228.0,Private room,,West University Heights,2,5.0,2.0,1.0,65.0,1.0,32.755422,-117.150121,2015-12-16 05:47:06.578078
2385192,9624153.0,Entire home/apt,,Mission Bay,0,,,3.0,500.0,3.0,32.781172,-117.235939,2015-12-16 05:47:03.058348
1514487,7787175.0,Entire home/apt,,Old Town,4,5.0,4.0,1.0,275.0,3.0,32.75368,-117.159261,2015-12-16 05:46:48.124895
6279041,1848403.0,Private room,,Mira Mesa,5,5.0,2.0,1.0,70.0,1.0,32.936593,-117.132536,2015-12-16 05:46:44.081904
8741616,45859320.0,Entire home/apt,,Pacific Beach,0,,,4.0,350.0,,32.803069,-117.241659,2015-12-16 05:46:41.056790
7226690,37833187.0,Private room,,Pacific Beach,25,5.0,4.0,1.0,69.0,1.0,32.79765,-117.238233,2015-12-16 05:46:40.109730
5353270,11692963.0,Entire home/apt,,Core,61,4.5,4.0,1.0,120.0,1.0,32.716111,-117.158918,2015-12-16 05:46:36.976993
7580856,3974279.0,Entire home/apt,,North Hills,1,5.0,,2.0,165.0,3.0,32.760555,-117.133627,2015-12-16 05:46:31.196296
6303700,32784430.0,Private room,,La Jolla,3,5.0,1.0,1.0,120.0,2.0,32.817962,-117.269346,2015-12-16 05:46:29.764842
9565392,24806571.0,Private room,,Ocean Beach,0,,2.0,1.0,50.0,1.0,32.745249,-117.247389,2015-12-16 05:46:27.224761
5557131,28783513.0,Shared room,,Mission Valley,0,,1.0,1.0,80.0,1.0,32.766754,-117.157349,2015-12-16 05:46:25.582641
611250,2315442.0,Private room,,Park West,130,4.5,2.0,1.0,49.0,1.0,32.727269,-117.166115,2015-12-16 05:46:23.083033
7052367,36985730.0,Private room,,Linda Vista,3,5.0,2.0,1.0,100.0,1.0,32.78029,-117.16975,2015-12-16 05:46:20.550402
9030202,34853523.0,Entire home/apt,,Little Italy,4,5.0,2.0,1.0,125.0,2.0,32.725221,-117.166889,2015-12-16 05:46:19.103481
2847046,5537218.0,Entire home/apt,,La Jolla,1,4.0,,2.0,275.0,3.0,32.834144,-117.275619,2015-12-16 05:46:05.107366
1879850,830928.0,Private room,,La Jolla,8,5.0,1.0,1.0,99.0,6.0,32.844044,-117.277874,2015-12-16 05:46:01.267301
6017858,31237244.0,Private room,,Moreno Mission,0,,2.0,1.0,200.0,2.0,32.764284,-117.187021,2015-12-16 05:45:57.711370
5712540,29617910.0,Shared room,,North Hills,1,,1.0,1.0,41.0,1.0,32.7525,-117.127347,2015-12-16 05:45:52.417207
1602346,8538839.0,Entire home/apt,,La Jolla Village,11,5.0,3.0,1.0,149.0,3.0,32.858283,-117.231254,2015-12-16 05:45:50.419045
63285,250517.0,Private room,,Clairemont Mesa,10,4.5,2.0,1.0,36.0,1.0,32.812882,-117.176988,2015-12-16 05:45:42.498383
3042088,15148256.0,Private room,,Midtown,113,5.0,2.0,1.0,85.0,1.0,32.736194,-117.169364,2015-12-16 05:45:37.217639
3695863,11913571.0,Entire home/apt,,Midtown,26,5.0,,2.0,385.0,1.0,32.737988,-117.174644,2015-12-16 05:45:22.656823
1902863,9878622.0,Private room,,Carmel Valley,0,,3.0,1.0,170.0,1.0,32.949902,-117.201319,2015-12-16 05:45:21.210039
5710141,14022757.0,Entire home/apt,,East Village,1,5.0,4.0,1.0,299.0,1.0,32.71047,-117.153414,2015-12-16 05:45:20.389585
904099,1792645.0,Private room,,Pacific Beach,44,5.0,1.0,1.0,45.0,4.0,32.79576,-117.246861,2015-12-16 05:45:18.541244
8550901,28425190.0,Private room,,Park West,2,4.0,2.0,1.0,79.0,1.0,32.725211,-117.162014,2015-12-16 05:45:13.398042
6045460,1112504.0,Entire home/apt,,Kensington,4,4.5,5.0,3.0,400.0,1.0,32.771971,-117.100207,2015-12-16 05:45:12.018230
4304045,22341700.0,Private room,,Normal Heights,6,4.5,1.0,1.0,30.0,3.0,32.765963,-117.120466,2015-12-16 05:45:07.296753
5078286,26225528.0,Entire home/apt,,Cortez Hill,4,5.0,4.0,1.0,120.0,2.0,32.720853,-117.162899,2015-12-16 05:45:05.543623
