room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8029325,19254892,Entire home/apt,,La Jolla,4,5.0,4,2.0,200.0,3.0,32.825095,-117.274042,2016-10-22 21:16:02.874504
13437317,76672849,Private room,,Carmel Mountain,0,,1,1.0,27.0,1.0,32.971128,-117.082131,2016-10-22 21:15:53.816195
9866865,45608374,Entire home/apt,,Pacific Beach,3,4.5,6,2.0,195.0,3.0,32.803275,-117.257502,2016-10-22 21:15:49.714655
14069789,33670523,Private room,,North Hills,1,,2,1.0,160.0,1.0,32.750764,-117.134169,2016-10-22 21:15:38.348116
13329318,70331063,Entire home/apt,,La Jolla,0,,3,1.0,153.0,,32.830194,-117.278341,2016-10-22 21:15:31.891819
13417229,47218709,Entire home/apt,,Kensington,0,,7,3.0,200.0,3.0,32.75717,-117.104002,2016-10-22 21:15:17.511869
13772331,80828734,Entire home/apt,,La Jolla,10,5.0,6,2.0,295.0,3.0,32.830044,-117.27492,2016-10-22 21:15:14.051911
15553054,100115802,Entire home/apt,,University City,0,,2,1.0,140.0,1.0,32.867727,-117.221992,2016-10-22 21:14:58.173574
3133222,15906696,Private room,,East Lake,0,,1,1.0,95.0,3.0,32.659068,-116.972592,2016-10-22 21:13:55.025277
13625018,42296764,Entire home/apt,,Ocean Beach,15,4.5,2,1.0,73.0,,32.750627,-117.251247,2016-10-22 21:13:38.355563
7676666,21977286,Entire home/apt,,South Park,74,4.5,2,0.0,69.0,1.0,32.724678,-117.127654,2016-10-22 21:12:59.403480
15481334,3149957,Entire home/apt,,La Jolla,1,,4,1.0,82.0,3.0,32.85468,-117.244604,2016-10-22 21:12:49.284528
14140783,20390123,Entire home/apt,,Mission Valley,2,,4,1.0,160.0,2.0,32.774141,-117.140026,2016-10-22 21:12:35.438490
14858329,88168913,Entire home/apt,,Mission Bay,0,,9,3.0,895.0,,32.76223,-117.249711,2016-10-22 21:12:33.071207
2012228,8381999,Private room,,North Clairemont,46,4.5,2,1.0,49.0,2.0,32.837999,-117.194331,2016-10-22 21:12:28.014490
13329307,70331063,Entire home/apt,,La Jolla,1,,18,7.0,1785.0,,32.843052,-117.259099,2016-10-22 21:12:22.032942
14785803,71301210,Entire home/apt,,Ocean Beach,7,5.0,2,0.0,92.0,2.0,32.737893,-117.254408,2016-10-22 21:12:19.225732
15404664,77382668,Entire home/apt,,Core,0,,2,0.0,150.0,1.0,32.716518,-117.161056,2016-10-22 21:12:01.132519
10235337,52604612,Entire home/apt,,Grantville,3,4.5,5,2.0,119.0,1.0,32.789363,-117.090731,2016-10-22 21:11:57.370493
3767607,19302804,Entire home/apt,,Rolling Hills Ranch,15,5.0,2,1.0,100.0,1.0,32.668165,-116.942308,2016-10-22 21:11:53.783058
10273724,52832071,Private room,,Scripps Ranch,15,5.0,2,1.0,50.0,2.0,32.925961,-117.111904,2016-10-22 21:11:50.114165
3412992,17200414,Private room,,Rancho Del Rey,25,5.0,2,1.0,74.0,1.0,32.64362,-117.030589,2016-10-22 20:20:45.818747
12389313,27557320,Entire home/apt,,University City,0,,1,1.0,69.0,21.0,32.868362,-117.222989,2016-10-22 20:20:41.481212
13817304,81381658,Entire home/apt,,Torrey Pines,6,5.0,2,0.0,100.0,2.0,32.871229,-117.248158,2016-10-22 20:20:31.595522
14747074,91415720,Entire home/apt,,Pacific Beach,10,5.0,2,1.0,78.0,1.0,32.798968,-117.229766,2016-10-22 20:20:16.022317
10392245,53491505,Entire home/apt,,Mission Bay,8,4.5,6,2.0,160.0,,32.77593,-117.252417,2016-10-22 20:20:08.824811
14372804,88168913,Entire home/apt,,La Jolla,0,,8,4.0,445.0,,32.827155,-117.275186,2016-10-22 20:20:00.541719
9493066,49199728,Private room,,Midtown,38,4.5,2,1.0,62.0,1.0,32.743483,-117.171704,2016-10-22 20:19:52.924133
992009,22476,Entire home/apt,,Mission Bay,53,4.5,4,1.0,185.0,3.0,32.78553,-117.254481,2016-10-22 20:19:45.228188
14962424,94208326,Entire home/apt,,Mission Bay,0,,6,2.0,304.0,,32.777354,-117.25328,2016-10-22 20:19:33.143290
3818701,19638524,Entire home/apt,,Normal Heights,146,5.0,4,1.0,110.0,2.0,32.771794,-117.120933,2016-10-22 20:19:09.075870
12874280,10100264,Entire home/apt,,Little Italy,2,,2,1.0,99.0,4.0,32.720494,-117.166704,2016-10-22 20:19:04.774443
6881721,33997037,Private room,,Webster,20,5.0,2,1.0,39.0,2.0,32.728247,-117.083016,2016-10-22 20:19:01.843185
8798076,46103312,Private room,,Roseville,13,5.0,2,1.0,149.0,2.0,32.722319,-117.23599,2016-10-22 20:18:55.557035
13991390,45012184,Entire home/apt,,North Hills,1,,3,1.0,250.0,2.0,32.753913,-117.124892,2016-10-22 20:18:42.536287
9943660,39647293,Entire home/apt,,Pacific Beach,14,5.0,3,1.0,100.0,4.0,32.798443,-117.247531,2016-10-22 20:18:36.118378
5941796,30846665,Entire home/apt,,Columbia,0,,5,2.0,375.0,2.0,32.720001,-117.166617,2016-10-22 20:18:32.583769
9389772,22830845,Entire home/apt,,University City,32,4.5,10,3.0,198.0,1.0,32.873213,-117.21082,2016-10-22 20:17:41.253467
1156500,5161082,Private room,,North Hills,6,5.0,2,1.0,100.0,2.0,32.730434,-117.130865,2016-10-22 20:17:37.737397
5434748,28193959,Private room,,Encanto,0,,2,1.0,63.0,1.0,32.718838,-117.056988,2016-10-22 20:17:34.107335
15546923,41183272,Entire home/apt,,Mission Bay,0,,8,3.0,329.0,,32.761784,-117.251369,2016-10-22 20:17:27.349967
14535433,25234983,Private room,,Mission Valley,3,4.5,2,1.0,60.0,1.0,32.772665,-117.149371,2016-10-22 20:17:23.892932
3678877,9268059,Entire home/apt,,Cortez Hill,0,,4,1.0,220.0,1.0,32.720126,-117.164472,2016-10-22 20:17:20.661988
8390681,44211756,Entire home/apt,,La Jolla,0,,9,4.0,393.0,5.0,32.828155,-117.274364,2016-10-22 20:17:13.855653
14841382,41853948,Entire home/apt,,North Hills,0,,6,2.0,225.0,,32.759606,-117.13001,2016-10-22 20:16:55.395091
13195030,18050592,Entire home/apt,,Midtown District,8,5.0,2,0.0,120.0,2.0,32.72777,-117.224455,2016-10-22 20:16:46.267120
7403014,10644072,Entire home/apt,,Ocean Beach,120,5.0,2,0.0,105.0,,32.747968,-117.248487,2016-10-22 20:16:28.315378
15453826,88775,Entire home/apt,,Midtown,0,,4,2.0,175.0,2.0,32.74164,-117.178783,2016-10-22 20:16:19.336627
6130536,22212827,Entire home/apt,,Mission Bay,11,4.5,4,2.0,240.0,,32.784751,-117.254269,2016-10-22 20:16:11.659628
14471873,89203387,Private room,,West University Heights,5,5.0,2,1.0,50.0,1.0,32.763335,-117.141222,2016-10-22 20:16:07.832560
14058688,39399853,Entire home/apt,,Pacific Beach,1,,5,0.0,250.0,1.0,32.793884,-117.248698,2016-10-22 20:16:01.913904
14669831,59788465,Entire home/apt,,Serra Mesa,1,,4,2.0,150.0,3.0,32.780052,-117.132831,2016-10-22 20:15:51.891578
5182558,26804764,Entire home/apt,,Pacific Beach,10,5.0,4,2.0,250.0,3.0,32.795056,-117.255793,2016-10-22 20:15:41.348928
13313236,40442827,Entire home/apt,,Lynwood Hills,0,,10,4.0,300.0,2.0,32.628557,-117.027218,2016-10-22 20:15:24.446845
6463714,33757179,Private room,,Pacific Beach,5,5.0,2,1.0,90.0,1.0,32.803546,-117.240726,2016-10-22 20:15:18.480341
14332458,87731637,Entire home/apt,,North Hills,11,5.0,3,0.0,75.0,2.0,32.746772,-117.146198,2016-10-22 20:15:07.629759
13524828,24806571,Entire home/apt,,Ocean Beach,1,,4,2.0,200.0,1.0,32.742833,-117.24985,2016-10-22 20:14:39.088813
12557296,34771716,Private room,,Pacific Beach,12,4.5,2,1.0,49.0,,32.805466,-117.255529,2016-10-22 20:14:24.492755
13003440,71699539,Entire home/apt,,North Hills,1,,5,2.0,129.0,2.0,32.74952,-117.13161,2016-10-22 20:14:15.439364
13329299,70331063,Entire home/apt,,La Jolla,1,,16,5.0,583.0,,32.843903,-117.267422,2016-10-22 20:14:04.092553
4030387,20612674,Entire home/apt,,La Jolla,49,4.5,4,0.0,145.0,,32.854251,-117.25508,2016-10-22 20:13:53.061654
1707839,9010628,Entire home/apt,,Kensington,3,4.5,6,3.0,430.0,3.0,32.769564,-117.108216,2016-10-22 20:13:47.644199
8933297,18878630,Shared room,,Pacific Beach,6,5.0,1,1.0,41.0,2.0,32.803451,-117.238333,2016-10-22 20:13:17.246583
10720251,13200002,Entire home/apt,,South Park,82,5.0,2,1.0,100.0,,32.725282,-117.126662,2016-10-22 20:12:35.329093
12567597,68136032,Entire home/apt,,Park West,4,4.5,2,1.0,105.0,3.0,32.726079,-117.163845,2016-10-22 20:12:32.491267
7226205,32637716,Entire home/apt,,Core,54,5.0,5,0.0,125.0,1.0,32.716299,-117.159618,2016-10-22 20:12:28.141256
6467502,33781517,Entire home/apt,,Pacific Beach,52,5.0,8,3.0,160.0,,32.804083,-117.239658,2016-10-22 20:12:25.534001
10732021,55473518,Entire home/apt,,La Jolla,36,4.5,2,1.0,125.0,1.0,32.844935,-117.255755,2016-10-22 20:12:22.116023
15328934,97704416,Entire home/apt,,Moreno Mission,0,,4,1.0,120.0,2.0,32.77162,-117.202818,2016-10-22 20:12:17.624160
12190695,34771716,Entire home/apt,,Pacific Beach,6,3.0,5,3.0,199.0,4.0,32.805,-117.254842,2016-10-22 20:12:14.039912
4517205,7684547,Entire home/apt,,Pacific Beach,176,5.0,6,2.0,299.0,1.0,32.799461,-117.253159,2016-10-22 20:11:55.984327
15343585,24910958,Shared room,,Southcrest,0,,1,1.0,40.0,1.0,32.687938,-117.11215,2016-10-22 20:11:37.672217
5794886,29990718,Entire home/apt,,Cortez Hill,20,4.5,6,2.0,199.0,3.0,32.722522,-117.157115,2016-10-22 20:11:18.827857
5397425,26393899,Entire home/apt,,West University Heights,12,5.0,2,1.0,89.0,3.0,32.756026,-117.157764,2016-10-22 20:11:06.027273
14570023,88168913,Entire home/apt,,Mission Bay,0,,8,3.0,580.0,,32.7658,-117.251506,2016-10-22 20:11:02.733430
7857635,41073856,Entire home/apt,,Midtown,11,5.0,4,2.0,169.0,2.0,32.748888,-117.147153,2016-10-22 20:10:56.252299
8994740,23382568,Entire home/apt,,La Jolla,0,,5,2.0,295.0,6.0,32.842603,-117.270435,2016-10-22 20:10:49.215653
11720963,57264437,Entire home/apt,,Bay Park,2,,6,2.0,199.0,2.0,32.777151,-117.20135,2016-10-22 20:10:44.913128
2414024,1849113,Entire home/apt,,South Park,5,5.0,5,2.0,275.0,2.0,32.728251,-117.123557,2016-10-22 20:10:42.146654
2812322,3434582,Private room,,North Hills,4,4.5,1,1.0,59.0,10.0,32.745868,-117.126328,2016-10-22 20:10:18.127629
13938351,1386451,Entire home/apt,,Park West,0,,3,1.0,250.0,3.0,32.727649,-117.160299,2016-10-22 20:10:04.833911
11555738,5600502,Entire home/apt,,Mission Bay,0,,16,7.0,1300.0,,32.775608,-117.253265,2016-10-22 20:09:57.373211
1893533,1279757,Private room,,La Jolla,48,5.0,2,1.0,99.0,2.0,32.830094,-117.276064,2016-10-22 20:09:33.867091
13279141,74856967,Private room,,North Hills,0,,3,1.0,59.0,2.0,32.748558,-117.128246,2016-10-22 20:09:19.567006
15372917,25372495,Entire home/apt,,Midtown,0,,4,1.0,123.0,1.0,32.732295,-117.168882,2016-10-22 20:09:02.374081
5621209,22830845,Entire home/apt,,University City,72,4.5,4,1.0,98.0,1.0,32.871419,-117.216372,2016-10-22 20:08:55.495522
5903345,3401146,Entire home/apt,,Old Town,3,5.0,2,1.0,105.0,2.0,32.753924,-117.160148,2016-10-22 20:08:40.052396
10439663,23190325,Private room,,La Jolla,0,,2,1.0,60.0,1.0,32.846839,-117.275814,2016-10-22 20:08:37.535024
15397973,17425342,Private room,,North Hills,1,,2,1.0,50.0,1.0,32.751717,-117.130101,2016-10-22 20:08:34.353645
3599890,15286868,Entire home/apt,,Pacific Beach,6,5.0,2,1.0,210.0,2.0,32.794525,-117.253184,2016-10-22 20:08:26.196656
6812385,25500054,Entire home/apt,,La Jolla,1,,16,9.0,1197.0,2.0,32.849494,-117.253666,2016-10-22 20:07:50.812429
13942144,82935090,Entire home/apt,,Old Town,0,,5,2.0,210.0,2.0,32.753797,-117.173727,2016-10-22 20:07:41.332968
5860897,9138015,Entire home/apt,,Midtown,8,5.0,4,2.0,179.0,5.0,32.746001,-117.147707,2016-10-22 20:07:28.107723
15397356,65158696,Private room,,Allied Gardens,0,,2,1.0,90.0,1.0,32.795383,-117.091891,2016-10-22 20:07:24.285839
6678976,34959478,Private room,,Mira Mesa,34,5.0,2,1.0,49.0,1.0,32.903076,-117.155886,2016-10-22 20:07:17.200239
14372808,88168913,Entire home/apt,,Pacific Beach,0,,6,2.0,350.0,,32.796928,-117.254714,2016-10-22 20:07:05.257422
10922958,41183272,Entire home/apt,,Park West,2,,6,2.0,279.0,,32.731176,-117.16685,2016-10-22 20:06:51.513295
14773757,2399935,Entire home/apt,,Mission Bay,0,,5,2.0,98.0,7.0,32.792625,-117.231771,2016-10-22 20:06:38.867214
741131,1291828,Entire home/apt,,Linda Vista,54,4.5,2,1.0,89.0,3.0,32.794852,-117.172993,2016-10-22 20:06:35.938488
13585729,11451369,Entire home/apt,,North Hills,0,,6,3.0,450.0,3.0,32.759823,-117.131519,2016-10-22 20:05:58.608375
7010564,36746216,Entire home/apt,,Scripps Ranch,3,5.0,16,7.0,432.0,3.0,32.922724,-117.023167,2016-10-22 20:04:45.760695
4256683,7108129,Entire home/apt,,La Jolla,37,5.0,3,0.0,160.0,3.0,32.82827,-117.279949,2016-10-22 20:04:13.838894
6885927,35885140,Entire home/apt,,Pacific Beach,0,,4,1.0,800.0,1.0,32.802218,-117.226568,2016-10-22 20:04:09.247147
10082811,38119413,Private room,,University City,14,5.0,2,1.0,55.0,2.0,32.864109,-117.215384,2016-10-22 20:04:01.624016
8990587,46964252,Entire home/apt,,College Area,0,,3,2.0,75.0,1.0,32.77111,-117.050039,2016-10-22 20:03:51.424634
9908878,50684352,Entire home/apt,,Loma Portal,17,4.5,6,2.0,149.0,5.0,32.747734,-117.242157,2016-10-22 20:03:43.424890
14617760,50320252,Private room,,La Jolla,3,5.0,2,1.0,175.0,1.0,32.83779,-117.271872,2016-10-22 20:03:35.991534
3592961,10395031,Entire home/apt,,Little Italy,0,,4,1.0,350.0,1.0,32.727658,-117.167848,2016-10-22 20:03:23.716784
10495763,54106564,Entire home/apt,,Balboa Park,3,4.5,4,1.0,129.0,3.0,32.728785,-117.1302,2016-10-22 20:02:47.728314
11803156,60292833,Private room,,Bay Park,28,5.0,2,1.0,75.0,1.0,32.791377,-117.197602,2016-10-22 20:02:43.206848
11911506,62072513,Entire home/apt,,Mission Bay,1,,16,4.0,1100.0,3.0,32.772324,-117.25199,2016-10-22 20:02:38.309733
3971583,20376363,Entire home/apt,,Ocean Beach,57,4.5,6,2.0,250.0,,32.736297,-117.255914,2016-10-22 20:02:19.697443
797668,4200720,Entire home/apt,,Mission Bay,117,4.5,6,2.0,199.0,2.0,32.76046,-117.248584,2016-10-22 20:02:15.681394
8936737,16157066,Private room,,University City,15,5.0,2,1.0,63.0,1.0,32.861708,-117.22431,2016-10-22 20:02:11.942395
10074977,10868939,Entire home/apt,,City Heights West,6,4.5,4,1.0,80.0,2.0,32.754988,-117.119784,2016-10-22 20:02:00.436105
13467362,77002827,Entire home/apt,,Bay Park,4,4.5,4,2.0,98.0,2.0,32.780888,-117.19568,2016-10-22 20:01:56.477804
14073754,14677961,Entire home/apt,,North Hills,8,5.0,2,1.0,110.0,1.0,32.742496,-117.124278,2016-10-22 20:01:46.951462
11656173,15058449,Entire home/apt,,Old Town,1,,6,2.0,350.0,4.0,32.75731,-117.189532,2016-10-22 20:01:44.304591
5954430,26183694,Entire home/apt,,Pacific Beach,16,4.5,6,4.0,555.0,2.0,32.801342,-117.259052,2016-10-22 20:01:34.857259
3576760,18012880,Entire home/apt,,North Hills,0,,6,4.0,399.0,7.0,32.736146,-117.119647,2016-10-22 20:01:31.254429
13686490,79717046,Entire home/apt,,East Village,9,5.0,3,0.0,100.0,1.0,32.709538,-117.154252,2016-10-22 20:01:07.281330
3668723,9522814,Private room,,Park West,7,5.0,1,1.0,130.0,1.0,32.725032,-117.160853,2016-10-22 20:00:59.873694
1708596,9015124,Entire home/apt,,La Jolla,10,4.5,6,3.0,395.0,5.0,32.827146,-117.273894,2016-10-22 20:00:45.063434
13394463,22065744,Entire home/apt,,West University Heights,29,4.5,2,1.0,69.0,1.0,32.758304,-117.139528,2016-10-22 20:00:35.180910
10971341,21775893,Entire home/apt,,Old Town,12,4.5,3,1.0,125.0,2.0,32.746152,-117.186414,2016-10-22 20:00:29.625852
7515475,39150333,Entire home/apt,,Mission Bay,1,,8,3.0,375.0,4.0,32.772979,-117.252088,2016-10-22 20:00:26.062904
13329273,70331063,Entire home/apt,,La Jolla,1,,7,3.0,333.0,,32.836314,-117.28004,2016-10-22 20:00:19.457510
8172644,2884539,Entire home/apt,,Pacific Beach,14,4.5,4,1.0,85.0,3.0,32.795047,-117.247086,2016-10-22 20:00:05.337761
15111312,7639166,Entire home/apt,,Old Town,0,,3,2.0,125.0,3.0,32.750093,-117.166905,2016-10-22 20:00:01.031798
2793014,14285634,Private room,,La Jolla,16,4.5,1,1.0,65.0,2.0,32.840071,-117.270839,2016-10-22 19:59:57.313151
14093217,36739234,Entire home/apt,,Park West,10,5.0,6,2.0,165.0,2.0,32.730379,-117.168253,2016-10-22 19:59:53.243240
9157496,11028455,Private room,,Mission Bay,22,5.0,2,1.0,75.0,4.0,32.787204,-117.238559,2016-10-22 19:59:50.959280
4286363,22251801,Entire home/apt,,La Jolla,24,5.0,10,3.0,280.0,3.0,32.832571,-117.273776,2016-10-22 19:59:38.958141
14774041,69089077,Private room,,Southwest,0,,2,1.0,42.0,1.0,32.624527,-117.056654,2016-10-22 19:59:12.858465
12827621,30870356,Private room,,La Jolla,1,,1,1.0,50.0,5.0,32.811241,-117.258434,2016-10-22 19:58:53.686554
3470970,11082163,Entire home/apt,,Pacific Beach,20,5.0,4,2.0,225.0,2.0,32.807098,-117.232979,2016-10-22 19:58:47.286865
5205535,6188182,Entire home/apt,,North Hills,69,5.0,4,1.0,88.0,2.0,32.746573,-117.140586,2016-10-22 19:58:29.636502
13957426,49791314,Entire home/apt,,Midtown,5,5.0,4,2.0,200.0,2.0,32.739285,-117.174505,2016-10-22 19:58:25.835000
6730188,10913348,Entire home/apt,,La Jolla,47,5.0,12,4.0,495.0,,32.843588,-117.267481,2016-10-22 19:58:12.027970
7417775,14937807,Entire home/apt,,La Jolla,0,,8,4.0,393.0,5.0,32.82947,-117.273847,2016-10-22 19:58:02.767122
