room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7824942,41199184,Private room,,Mission Bay,1,,2,1.0,113.0,,32.801588,-117.213057,2016-08-23 03:34:45.431144
4694034,7508650,Private room,,Grant Hill,8,5.0,3,1.0,60.0,1.0,32.707944,-117.146684,2016-08-23 03:34:37.629301
13020031,27107058,Private room,,Rancho Bernadino,1,,4,1.0,65.0,1.0,33.008643,-117.08274,2016-08-23 03:34:30.881470
14108601,83595394,Entire home/apt,,Ocean Beach,0,,3,1.0,75.0,1.0,32.752347,-117.247642,2016-08-23 03:34:28.427217
12562692,50526077,Entire home/apt,,Pacific Beach,0,,3,1.0,150.0,3.0,32.802343,-117.230611,2016-08-23 03:34:15.377248
13219303,54636203,Private room,,East Village,11,5.0,3,1.0,75.0,,32.714428,-117.157495,2016-08-23 03:34:14.105116
10921166,14823197,Private room,,Clairemont Mesa,15,4.5,4,1.0,70.0,2.0,32.834565,-117.190252,2016-08-23 03:33:56.189726
723387,3736562,Entire home/apt,,Pacific Beach,37,5.0,2,1.0,125.0,1.0,32.793527,-117.243785,2016-08-23 03:33:47.171826
3479784,2486132,Entire home/apt,,Pacific Beach,2,,6,3.0,550.0,3.0,32.810529,-117.225393,2016-08-23 03:33:43.349010
3051851,15537250,Entire home/apt,,Mission Bay,8,4.5,4,2.0,161.0,4.0,32.768564,-117.250601,2016-08-23 03:33:25.971978
5631300,13006802,Entire home/apt,,Bay Ho,46,4.5,10,4.0,164.0,1.0,32.816768,-117.209172,2016-08-23 03:33:16.634760
13714112,39824519,Entire home/apt,,Core,0,,5,2.0,800.0,3.0,32.717563,-117.15673,2016-08-23 03:33:14.874320
1729898,7333207,Entire home/apt,,Midtown,81,5.0,2,1.0,89.0,3.0,32.746564,-117.161972,2016-08-23 03:33:12.658407
12028074,64371389,Private room,,Midtown,13,5.0,2,1.0,85.0,1.0,32.736799,-117.174536,2016-08-23 03:33:12.243013
10436039,6846830,Shared room,,Gaslamp Quarter,0,,1,1.0,25.0,3.0,32.712453,-117.161536,2016-08-23 03:33:10.022447
9862011,50758678,Entire home/apt,,Cortez Hill,1,,6,2.0,225.0,4.0,32.7221,-117.156243,2016-08-23 03:32:57.896683
13604378,78691694,Private room,,Midtown,1,,2,1.0,49.0,2.0,32.734405,-117.170311,2016-08-23 03:32:47.819315
14355046,65047662,Private room,,Midtown,1,,1,1.0,49.0,1.0,32.748437,-117.15849,2016-08-23 03:32:46.965390
11533017,24266900,Entire home/apt,,Mission Bay,27,5.0,3,1.0,109.0,1.0,32.773354,-117.251115,2016-08-23 03:32:40.937435
13479833,70003280,Private room,,West University Heights,0,,2,1.0,50.0,2.0,32.762019,-117.145172,2016-08-23 03:32:40.770603
12547919,36202164,Entire home/apt,,Kensington,3,5.0,4,1.0,60.0,2.0,32.756163,-117.107696,2016-08-23 03:32:35.640192
6779601,35490655,Entire home/apt,,Balboa Park,3,5.0,2,1.0,100.0,1.0,32.714983,-117.143648,2016-08-23 03:32:30.087133
14594727,90527951,Entire home/apt,,La Jolla,0,,6,2.0,395.0,,32.829516,-117.278833,2016-08-23 03:32:30.057385
2043418,10478904,Private room,,University City,34,4.5,2,1.0,60.0,1.0,32.8655,-117.222496,2016-08-23 03:32:10.580772
11576858,28831097,Entire home/apt,,Loma Portal,8,5.0,2,1.0,100.0,1.0,32.747828,-117.244378,2016-08-23 03:32:09.172863
12545255,38690778,Entire home/apt,,La Jolla,0,,10,4.0,833.0,7.0,32.824949,-117.245812,2016-08-23 03:32:02.693929
14039389,66371345,Private room,,Bay Ho,0,,2,1.0,150.0,1.0,32.827523,-117.22584,2016-08-23 03:31:48.956093
7970649,42057088,Private room,,Rancho Penasquitos,65,5.0,2,1.0,60.0,1.0,32.953871,-117.111251,2016-08-23 03:31:46.205505
8812635,44130889,Entire home/apt,,Midtown,18,4.0,6,1.0,110.0,,32.748242,-117.150612,2016-08-23 03:31:42.586670
5268227,27268865,Entire home/apt,,Bario Logan,61,5.0,4,0.0,90.0,,32.696341,-117.138471,2016-08-23 03:31:34.583902
2396327,2393582,Private room,,Pacific Beach,25,5.0,4,1.0,110.0,2.0,32.79941,-117.242838,2016-08-23 03:31:31.777476
14519968,89704516,Entire home/apt,,Mission Bay,0,,2,1.0,190.0,2.0,32.786167,-117.252723,2016-08-23 03:15:49.439763
7243328,24114081,Private room,,North Clairemont,60,4.5,2,1.0,49.0,1.0,32.839098,-117.181415,2016-08-23 03:15:46.102149
11975104,61419600,Entire home/apt,,Ocean Beach,19,4.5,13,4.0,325.0,3.0,32.749255,-117.244955,2016-08-23 03:15:40.498452
11573378,53957899,Entire home/apt,,Normal Heights,17,5.0,4,1.0,103.0,,32.760814,-117.120779,2016-08-23 03:15:39.864034
2046779,8281647,Entire home/apt,,Mission Bay,94,4.0,8,2.0,249.0,2.0,32.775708,-117.252131,2016-08-23 03:15:36.242604
12204119,65621102,Entire home/apt,,Northwest,7,5.0,5,3.0,139.0,3.0,32.644613,-117.089902,2016-08-23 03:15:30.559428
13549240,77997377,Entire home/apt,,Mission Bay,4,5.0,4,2.0,250.0,4.0,32.783198,-117.253091,2016-08-23 03:15:21.592833
10139537,52034621,Entire home/apt,,University City,0,,3,1.0,115.0,3.0,32.866249,-117.227013,2016-08-23 03:15:14.310059
9759593,50331773,Private room,,Mira Mesa,10,5.0,2,1.0,75.0,2.0,32.919211,-117.117167,2016-08-23 03:15:08.236052
11872892,8166909,Private room,,Grantville,3,5.0,2,1.0,59.0,2.0,32.786263,-117.108471,2016-08-23 03:15:04.427636
11656173,15058449,Entire home/apt,,Old Town,1,,6,2.0,350.0,4.0,32.75731,-117.189532,2016-08-23 03:14:47.011241
13866589,62293152,Entire home/apt,,Balboa Park,3,4.5,3,1.0,74.0,1.0,32.714733,-117.144478,2016-08-23 03:14:40.316358
4809716,14907907,Entire home/apt,,City Heights West,56,5.0,5,2.0,190.0,2.0,32.749768,-117.114034,2016-08-23 03:14:34.256582
9431321,48407254,Entire home/apt,,Pacific Beach,18,4.5,3,1.0,100.0,2.0,32.800668,-117.242583,2016-08-23 03:14:29.129273
5310000,5920623,Entire home/apt,,Little Italy,3,4.5,4,2.0,175.0,2.0,32.726098,-117.167614,2016-08-23 03:14:28.904336
13111342,46369744,Entire home/apt,,Ocean Beach,0,,2,2.0,242.0,7.0,32.746131,-117.254146,2016-08-23 03:14:08.376287
7698903,24826369,Entire home/apt,,Mission Bay,21,5.0,8,3.0,550.0,3.0,32.787268,-117.254387,2016-08-23 03:14:04.765661
7065478,37046156,Private room,,La Jolla,39,5.0,2,1.0,115.0,1.0,32.808618,-117.260933,2016-08-23 03:13:59.021250
2463167,12595991,Private room,,North Hills,98,5.0,2,1.0,79.0,1.0,32.752711,-117.142144,2016-08-23 03:13:44.906453
11642121,7787714,Private room,,Midtown,0,,1,1.0,90.0,3.0,32.736276,-117.175097,2016-08-23 03:13:24.210266
5141464,11576294,Entire home/apt,,North Clairemont,14,4.0,3,1.0,45.0,2.0,32.825902,-117.203937,2016-08-23 03:13:16.804012
10994637,37353287,Entire home/apt,,Mission Bay,0,,6,2.0,296.0,6.0,32.790168,-117.241211,2016-08-23 03:13:13.328072
14337215,380707,Private room,,Moreno Mission,0,,2,1.0,80.0,15.0,32.767413,-117.184048,2016-08-23 03:13:02.396601
12812823,62971427,Entire home/apt,,West University Heights,12,5.0,4,2.0,130.0,3.0,32.759882,-117.143915,2016-08-23 03:12:48.307044
9314695,48347400,Entire home/apt,,East Village,8,5.0,4,2.0,159.0,2.0,32.714811,-117.156212,2016-08-23 03:12:47.997075
