room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
7826018,20232605,Entire home/apt,,North Hills,22,5.0,2.0,0.0,100.0,2.0,32.730224,-117.128664,2016-03-23 07:29:35.962931
2735693,13997851,Entire home/apt,,La Jolla,1,5.0,5.0,3.0,325.0,3.0,32.870837,-117.244185,2016-03-23 07:29:30.499857
4422278,5600502,Entire home/apt,,La Jolla,0,,4.0,1.0,175.0,,32.834897,-117.278855,2016-03-23 07:29:27.635229
9369366,37353287,Entire home/apt,,Mission Bay,1,,,3.0,389.0,1.0,32.774376,-117.253394,2016-03-23 07:29:24.693364
3005273,544261,Entire home/apt,,North Hills,26,5.0,4.0,2.0,170.0,5.0,32.739985,-117.126942,2016-03-23 07:29:20.205502
7192087,37663782,Private room,,Mount Hope,54,5.0,,1.0,61.0,1.0,32.701677,-117.096751,2016-03-23 07:29:15.207030
576112,2833833,Entire home/apt,,Pacific Beach,204,5.0,2.0,1.0,125.0,2.0,32.804319,-117.253315,2016-03-23 07:29:13.352072
3104476,7414842,Shared room,,Pacific Beach,0,,1.0,1.0,35.0,1.0,32.802537,-117.24306,2016-03-23 07:29:07.805662
2282862,11659448,Entire home/apt,,North Hills,34,4.5,4.0,1.0,78.0,2.0,32.753307,-117.130397,2016-03-23 07:29:04.782575
2432665,12403097,Entire home/apt,,Pacific Beach,3,3.5,,2.0,191.0,7.0,32.798888,-117.256623,2016-03-23 07:28:56.048153
9307233,24627878,Entire home/apt,,Marina,0,,1.0,0.0,200.0,1.0,32.712503,-117.165585,2016-03-23 07:28:54.066013
9138063,47591732,Entire home/apt,,North Hills,0,,5.0,2.0,150.0,2.0,32.7529,-117.13268,2016-03-23 07:28:51.159538
4279939,11978843,Private room,,Mira Mesa,31,5.0,2.0,1.0,53.0,1.0,32.900458,-117.118058,2016-03-23 07:28:27.014792
6317318,32870191,Entire home/apt,,Pacific Beach,0,,4.0,2.0,500.0,3.0,32.802166,-117.239185,2016-03-23 07:28:06.772663
9900893,9954475,Entire home/apt,,Rancho Penasquitos,3,5.0,2.0,1.0,135.0,2.0,33.014795,-117.150446,2016-03-23 07:28:00.573697
10439390,14064859,Private room,,La Jolla,7,4.5,2.0,1.0,89.0,1.0,32.849907,-117.255652,2016-03-23 07:27:57.225551
10441486,6846830,Shared room,,Gaslamp Quarter,0,,1.0,1.0,25.0,1.0,32.710896,-117.160803,2016-03-23 07:27:38.954601
4326317,22422296,Private room,,Moreno Mission,2,4.5,4.0,1.0,75.0,2.0,32.773875,-117.201347,2016-03-23 07:27:36.560427
3688112,18764713,Private room,,Memorial,19,5.0,2.0,1.0,100.0,1.0,32.704944,-117.123632,2016-03-23 07:27:33.838848
193334,937246,Private room,,Kearny Mesa,127,5.0,2.0,1.0,40.0,,32.836426,-117.168895,2016-03-23 07:27:30.097405
2360713,12032885,Entire home/apt,,University City,41,5.0,4.0,2.0,199.0,3.0,32.873022,-117.21954,2016-03-23 07:27:27.113159
5497321,28468963,Entire home/apt,,Midtown,38,5.0,4.0,0.0,175.0,,32.731328,-117.167672,2016-03-23 07:27:17.323920
3604484,18162767,Entire home/apt,,Core,0,,4.0,1.0,395.0,4.0,32.715193,-117.15477,2016-03-23 07:27:14.441671
10012519,27225114,Entire home/apt,,Pacific Beach,0,,2.0,0.0,125.0,7.0,32.804672,-117.250952,2016-03-23 07:27:11.431033
1438637,7726246,Private room,,Little Italy,14,4.5,2.0,1.0,99.0,1.0,32.723556,-117.169056,2016-03-23 07:27:08.876683
11149937,41122613,Private room,,University City,0,,2.0,1.0,52.0,2.0,32.861972,-117.21336,2016-03-23 07:26:56.213399
6831243,24330389,Entire home/apt,,Little Italy,0,,4.0,0.0,200.0,2.0,32.725266,-117.171312,2016-03-23 07:26:50.705578
1660628,5600502,Entire home/apt,,La Jolla,2,5.0,3.0,0.0,147.0,,32.829597,-117.275371,2016-03-23 07:26:44.342560
7559463,13378532,Entire home/apt,,Gaslamp Quarter,9,5.0,4.0,0.0,350.0,1.0,32.711938,-117.161876,2016-03-23 07:26:37.804561
8588787,6227049,Private room,,Serra Mesa,2,4.5,1.0,1.0,35.0,2.0,32.800205,-117.135049,2016-03-23 07:26:34.998645
1378432,2315442,Private room,,Park West,142,4.5,2.0,1.0,59.0,1.0,32.728146,-117.165924,2016-03-23 07:26:23.777290
4979004,1193202,Private room,,Grantville,23,5.0,4.0,1.0,34.0,1.0,32.79168,-117.089101,2016-03-23 07:26:11.017835
6811289,25500054,Entire home/apt,,La Jolla,0,,,4.0,599.0,2.0,32.851399,-117.25435,2016-03-23 07:26:08.824519
6493489,28399095,Entire home/apt,,Mission Bay,16,4.5,5.0,2.0,225.0,3.0,32.792027,-117.24404,2016-03-23 07:25:56.446171
10031908,51501892,Private room,,Pacific Beach,12,5.0,2.0,1.0,75.0,2.0,32.798361,-117.248713,2016-03-23 07:25:33.174878
8674386,1005583,Entire home/apt,,Bay Park,22,4.5,2.0,1.0,45.0,1.0,32.785353,-117.203989,2016-03-23 07:25:26.152299
7577851,19254892,Private room,,La Jolla,0,,2.0,1.0,100.0,1.0,32.824698,-117.274759,2016-03-23 07:25:22.704126
3592961,10395031,Entire home/apt,,Little Italy,0,,4.0,1.0,350.0,1.0,32.727658,-117.167848,2016-03-23 07:25:13.043227
1533418,8177928,Entire home/apt,,Park West,23,5.0,2.0,0.0,140.0,2.0,32.727592,-117.166713,2016-03-23 07:25:11.472293
503432,2483161,Entire home/apt,,Ocean Beach,9,5.0,5.0,2.0,395.0,3.0,32.740973,-117.255323,2016-03-23 07:25:00.559391
7651411,3017970,Entire home/apt,,Mission Bay,0,,,2.0,295.0,3.0,32.772798,-117.252275,2016-03-23 07:24:54.180822
9858173,6951538,Private room,,Rancho Penasquitos,0,,2.0,1.0,65.0,1.0,32.960665,-117.116854,2016-03-23 07:24:49.763343
275557,710122,Entire home/apt,,Grant Hill,4,4.5,3.0,0.0,79.0,7.0,32.708076,-117.144054,2016-03-23 07:24:45.716388
1249196,3708886,Private room,,University City,5,5.0,1.0,1.0,85.0,2.0,32.8569,-117.196345,2016-03-23 07:24:42.356592
410726,2044776,Entire home/apt,,La Jolla,72,5.0,,3.0,390.0,3.0,32.834498,-117.275668,2016-03-23 07:24:36.792010
10057737,38690778,Entire home/apt,,La Jolla,1,5.0,5.0,2.0,278.0,1.0,32.827752,-117.280301,2016-03-23 07:24:33.975747
4416367,21748484,Entire home/apt,,Mission Bay,19,4.5,4.0,1.0,125.0,3.0,32.762423,-117.251605,2016-03-23 07:24:30.517664
9300585,42939411,Private room,,Carmel Valley,5,5.0,5.0,1.0,40.0,1.0,32.912404,-117.225312,2016-03-23 07:24:09.592091
3404708,16639401,Entire home/apt,,La Jolla,1,5.0,,5.0,1929.0,3.0,32.825244,-117.236252,2016-03-23 07:24:02.907528
2653150,13190754,Private room,,La Jolla,8,5.0,2.0,1.0,200.0,7.0,32.846542,-117.259928,2016-03-23 07:23:56.942734
504743,931501,Entire home/apt,,Balboa Park,6,4.5,,3.0,279.0,2.0,32.715142,-117.138969,2016-03-23 07:23:32.831270
9370001,37353287,Entire home/apt,,Mission Bay,0,,,3.0,592.0,1.0,32.788712,-117.240788,2016-03-23 07:23:30.305543
1877028,2646521,Entire home/apt,,La Jolla,47,5.0,2.0,1.0,185.0,3.0,32.848452,-117.270333,2016-03-23 07:23:16.930937
7290148,34607421,Entire home/apt,,Carmel Valley,9,5.0,2.0,1.0,125.0,1.0,32.949381,-117.229832,2016-03-23 07:23:13.593388
7206985,37738925,Entire home/apt,,Loma Portal,0,,2.0,1.0,200.0,1.0,32.748283,-117.227752,2016-03-23 07:23:04.590609
10039280,8004935,Entire home/apt,,City Heights West,0,,,3.0,125.0,7.0,32.738269,-117.104343,2016-03-23 07:22:54.736072
6362729,8705238,Entire home/apt,,Mission Bay,12,5.0,,3.0,549.0,2.0,32.772374,-117.253152,2016-03-23 07:22:52.833926
1704176,8996667,Entire home/apt,,La Jolla,5,3.5,5.0,2.0,215.0,2.0,32.855279,-117.257577,2016-03-23 07:22:46.208620
3697601,3774543,Private room,,Gaslamp Quarter,30,4.5,2.0,1.0,110.0,1.0,32.710588,-117.160245,2016-03-23 07:22:43.796046
6467702,9021278,Private room,,Pacific Beach,2,,2.0,1.0,70.0,1.0,32.798603,-117.24485,2016-03-23 07:22:22.222316
10676392,55148361,Entire home/apt,,Cortez Hill,1,5.0,4.0,2.0,280.0,2.0,32.721958,-117.158847,2016-03-23 07:22:19.929225
204718,1005583,Private room,,Bay Park,341,4.5,2.0,1.0,59.0,1.0,32.784779,-117.205909,2016-03-23 07:22:13.519881
6726750,34546878,Entire home/apt,,Ocean Beach,9,4.5,4.0,1.0,140.0,1.0,32.741632,-117.255213,2016-03-23 07:22:09.579505
11377301,2152222,Private room,,University City,1,5.0,2.0,1.0,41.0,2.0,32.859722,-117.21628,2016-03-23 07:21:59.365354
7020925,22784014,Private room,,North Hills,20,5.0,3.0,1.0,55.0,1.0,32.747585,-117.14357,2016-03-23 07:21:56.590041
11099399,16750396,Entire home/apt,,Pacific Beach,0,,,2.0,175.0,3.0,32.793114,-117.252232,2016-03-23 07:21:47.091356
354078,1792645,Private room,,Pacific Beach,31,5.0,1.0,1.0,55.0,3.0,32.79512,-117.246119,2016-03-23 07:21:40.306531
