USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
CA	06065045609	91054798	0	35.156	0.	33.6447996	-116.1520685                                                                                                                                             
CA	06065045703	3083854	0	1.191	0.	33.662898	-116.1700591                                                                                                                                                
CA	06065045704	714648	0	0.276	0.	33.6712432	-116.1823836                                                                                                                                                
CA	06065045705	3488009	0	1.347	0.	33.6669301	-116.1910528                                                                                                                                               
CA	06065045706	2775965	0	1.072	0.	33.6774057	-116.1657166                                                                                                                                               
CA	06065045707	2066278	0	0.798	0.	33.681074	-116.1857336                                                                                                                                                
CA	06065045900	273579599	298988	105.63	0.115	33.5281671	-114.6694119                                                                                                                                    
CA	06065046101	1937848	0	0.748	0.	33.6142234	-114.5838963                                                                                                                                               
CA	06065046102	1958378	0	0.756	0.	33.6137829	-114.609989                                                                                                                                                
CA	06065046103	7849132	0	3.031	0.	33.6249027	-114.5972328                                                                                                                                               
CA	06065046200	11752776	0	4.538	0.	33.5994708	-114.5966887                                                                                                                                              
CA	06065046401	202270482	0	78.097	0.	33.5708213	-117.4050045                                                                                                                                            
CA	06065046402	2475930	6250947	0.956	2.414	33.6478677	-117.358069                                                                                                                                       
CA	06065046403	7378917	153165	2.849	0.059	33.6273043	-117.3082295                                                                                                                                       
CA	06065046404	10645121	0	4.11	0.	33.6510929	-117.2771726                                                                                                                                               
CA	06065046405	4196710	0	1.62	0.	33.6205592	-117.2726363                                                                                                                                                
CA	06065046500	4729044	14300	1.826	0.006	33.9709274	-117.333312                                                                                                                                         
CA	06065046601	2446217	190420	0.944	0.074	33.927069	-117.5730342                                                                                                                                        
CA	06065046602	4798972	0	1.853	0.	33.91256	-117.5749637                                                                                                                                                 
CA	06065046700	33305613	36823	12.859	0.014	33.8915866	-117.276735                                                                                                                                       
CA	06065046800	1961724	0	0.757	0.	33.9283078	-117.2132757                                                                                                                                               
CA	06065046900	9859912795	266083	3806.934	0.103	33.7785595	-115.3687419                                                                                                                                 
CA	06065047000	134979436	4213361	52.116	1.627	33.6218613	-114.5601089                                                                                                                                   
CA	06065047201	2630606	0	1.016	0.	33.9177523	-116.4319169                                                                                                                                               
CA	06065047202	41274586	0	15.936	0.	33.90678	-116.3494734                                                                                                                                               
CA	06065047900	8156497	1961	3.149	0.001	33.8282363	-117.5567013                                                                                                                                         
CA	06065048100	65249670	0	25.193	0.	33.8152929	-117.5881888                                                                                                                                             
CA	06065048200	1873337	0	0.723	0.	33.8889304	-117.5407094                                                                                                                                               
CA	06065048300	1918251	93657	0.741	0.036	33.8795848	-117.210061                                                                                                                                         
CA	06065048700	5888410	0	2.274	0.	33.9088488	-117.1909759                                                                                                                                               
CA	06065048800	4298716	129659	1.66	0.05	33.8705695	-117.2215572                                                                                                                                         
CA	06065048901	941883	0	0.364	0.	33.900986	-117.2130878                                                                                                                                                 
CA	06065048902	1659763	0	0.641	0.	33.8974314	-117.2217753                                                                                                                                               
CA	06065049000	11123378	0	4.295	0.	33.8800295	-117.1913414                                                                                                                                              
CA	06065049100	4612980	0	1.781	0.	33.6927812	-116.231707                                                                                                                                                
CA	06065049400	9220869	0	3.56	0.	33.7597059	-116.2675266                                                                                                                                                
CA	06065049500	3524582	0	1.361	0.	33.709899	-116.2106697                                                                                                                                                
CA	06065049600	3850425	0	1.487	0.	33.5357624	-117.1579437                                                                                                                                               
CA	06065049700	81993204	93978	31.658	0.036	33.5245415	-117.2442319                                                                                                                                      
CA	06065049800	9291042	0	3.587	0.	33.546201	-117.1978916                                                                                                                                                
CA	06065050300	12023374	0	4.642	0.	33.5863934	-117.1520102                                                                                                                                              
CA	06065050400	4087779	0	1.578	0.	33.5863065	-117.1879636                                                                                                                                               
CA	06065050500	5056096	0	1.952	0.	33.5490164	-117.1625551                                                                                                                                               
CA	06065050600	6051740	0	2.337	0.	33.5730812	-117.2285109                                                                                                                                               
CA	06065050700	16814583	0	6.492	0.	33.6184601	-117.1524268                                                                                                                                              
CA	06065050900	5681065	0	2.193	0.	33.9384493	-117.3011726                                                                                                                                               
CA	06065051100	2210112	0	0.853	0.	33.8965004	-117.2043216                                                                                                                                               
CA	06065051200	63822926	3583	24.642	0.001	33.4881646	-117.2137843                                                                                                                                       
CA	06065051300	33761740	400240	13.035	0.155	33.8238592	-116.9542225                                                                                                                                     
CA	06065051400	7577632	2271	2.926	0.001	33.7787664	-116.2955164                                                                                                                                         
CA	06065940100	71024210	5060937	27.423	1.954	34.013623	-114.4708303                                                                                                                                     
CA	06065940400	11515175	0	4.446	0.	33.70182	-116.1821779                                                                                                                                                
CA	06065940500	140928930	1157	54.413	0.	33.7649103	-116.5735745                                                                                                                                         
CA	06065940600	28656689	0	11.064	0.	33.8257929	-116.43185                                                                                                                                               
CA	06065940700	2586714	44341	0.999	0.017	33.8054921	-116.5231199                                                                                                                                        
CA	06065940800	2596975	0	1.003	0.	33.7941045	-116.5369038                                                                                                                                               
CA	06065940900	2215865	354836	0.856	0.137	33.7834262	-116.4513978                                                                                                                                       
CA	06065941000	10322095	342	3.985	0.	33.7958439	-116.4870255                                                                                                                                            
CA	06065941100	2235010	352990	0.863	0.136	33.7964117	-116.4698417                                                                                                                                       
CA	06065941200	13019332	0	5.027	0.	33.8375996	-116.5019552                                                                                                                                              
CA	06065941300	2621207	0	1.012	0.	33.8522106	-116.5368326                                                                                                                                               
CA	06065941400	2568727	0	0.992	0.	33.8231245	-116.5369013                                                                                                                                               
CA	06065941500	39406426	822801	15.215	0.318	33.77407	-116.8807172                                                                                                                                       
CA	06065980004	5735199	0	2.214	0.	33.9361587	-117.3162137                                                                                                                                               
CA	06065981000	6921381	0	2.672	0.	33.5600141	-114.9175538                                                                                                                                               
CA	06067000100	1956567	365421	0.755	0.141	38.5777705	-121.432632                                                                                                                                        
CA	06067000200	1511258	0	0.584	0.	38.5740594	-121.440758                                                                                                                                                
CA	06067000300	1452575	2502	0.561	0.001	38.5773838	-121.4547432                                                                                                                                         
CA	06067000400	975600	0	0.377	0.	38.5800964	-121.4693603                                                                                                                                                
CA	06067000500	866054	0	0.334	0.	38.5834331	-121.4823108                                                                                                                                                
CA	06067000600	406308	0	0.157	0.	38.5854811	-121.4916773                                                                                                                                                
CA	06067000700	471398	42394	0.182	0.016	38.5818714	-121.5016595                                                                                                                                         
CA	06067000800	525743	51938	0.203	0.02	38.5770653	-121.5044795                                                                                                                                          
CA	06067001101	1569667	0	0.606	0.	38.5772072	-121.4904629                                                                                                                                               
CA	06067001200	676073	0	0.261	0.	38.5716422	-121.4870807                                                                                                                                                
CA	06067001300	792610	0	0.306	0.	38.5684782	-121.4745179                                                                                                                                                
CA	06067001400	794017	0	0.307	0.	38.573984	-121.4721306                                                                                                                                                 
CA	06067001500	1746202	0	0.674	0.	38.5674597	-121.4593774                                                                                                                                               
CA	06067001600	3048885	0	1.177	0.	38.5616628	-121.4396846                                                                                                                                               
CA	06067001700	3525651	0	1.361	0.	38.5519098	-121.4417291                                                                                                                                               
CA	06067001800	1717608	0	0.663	0.	38.5542221	-121.4637479                                                                                                                                               
CA	06067001900	1105357	0	0.427	0.	38.5618891	-121.4773744                                                                                                                                               
CA	06067002000	1033082	0	0.399	0.	38.5652846	-121.4903061                                                                                                                                               
CA	06067002100	1451239	89475	0.56	0.035	38.5693327	-121.5063658                                                                                                                                         
CA	06067002200	2442984	287416	0.943	0.111	38.5601168	-121.5079991                                                                                                                                       
CA	06067002300	1213095	0	0.468	0.	38.5571708	-121.4938311                                                                                                                                               
CA	06067002400	3224718	0	1.245	0.	38.5448312	-121.4973382                                                                                                                                               
CA	06067002500	984311	0	0.38	0.	38.5455452	-121.4812453                                                                                                                                                 
CA	06067002600	937494	0	0.362	0.	38.5543039	-121.4817038                                                                                                                                                
CA	06067002700	1288108	0	0.497	0.	38.54761	-121.4711099                                                                                                                                                 
CA	06067002800	924551	0	0.357	0.	38.5429371	-121.4582463                                                                                                                                                
CA	06067002900	2317595	0	0.895	0.	38.5428857	-121.4347594                                                                                                                                               
CA	06067003000	2581780	0	0.997	0.	38.5358637	-121.4295972                                                                                                                                               
CA	06067003101	1257004	0	0.485	0.	38.5285811	-121.4185883                                                                                                                                               
CA	06067003102	1147191	0	0.443	0.	38.5287219	-121.4359084                                                                                                                                               
CA	06067003202	1653976	0	0.639	0.	38.518459	-121.4335115                                                                                                                                                
CA	06067003203	985423	0	0.38	0.	38.513306	-121.4182262                                                                                                                                                  
CA	06067003204	1599386	0	0.618	0.	38.5205733	-121.4183309                                                                                                                                               
CA	06067003300	2377878	0	0.918	0.	38.5289945	-121.5039421                                                                                                                                               
CA	06067003400	2248126	34205	0.868	0.013	38.5121908	-121.5088949                                                                                                                                        
CA	06067003501	1197868	0	0.462	0.	38.5331684	-121.4883176                                                                                                                                               
CA	06067003502	1260333	0	0.487	0.	38.5245176	-121.4885738                                                                                                                                               
CA	06067003600	1269305	0	0.49	0.	38.5327553	-121.477878                                                                                                                                                 
CA	06067003700	1427631	0	0.551	0.	38.5336237	-121.4693182                                                                                                                                               
CA	06067003800	4898249	0	1.891	0.	38.5073142	-121.4931707                                                                                                                                               
CA	06067003900	2185095	232905	0.844	0.09	38.5303294	-121.5186401                                                                                                                                        
CA	06067004001	3335028	79391	1.288	0.031	38.4996777	-121.511658                                                                                                                                         
CA	06067004004	2804182	203436	1.083	0.079	38.5037812	-121.5503432                                                                                                                                       
CA	06067004005	1856688	320217	0.717	0.124	38.5065375	-121.538184                                                                                                                                        
CA	06067004006	1873697	86293	0.723	0.033	38.5072046	-121.5248769                                                                                                                                        
CA	06067004008	1580374	75337	0.61	0.029	38.489903	-121.5470459                                                                                                                                          
CA	06067004009	1873899	0	0.724	0.	38.4908394	-121.533865                                                                                                                                                
CA	06067004010	1648105	0	0.636	0.	38.48769	-121.5206821                                                                                                                                                 
CA	06067004011	1109885	113516	0.429	0.044	38.480004	-121.5283512                                                                                                                                        
CA	06067004012	1522616	511250	0.588	0.197	38.4760817	-121.5227613                                                                                                                                       
CA	06067004100	2033371	0	0.785	0.	38.5066191	-121.4785228                                                                                                                                               
CA	06067004201	1898619	0	0.733	0.	38.4887495	-121.4990252                                                                                                                                               
CA	06067004202	1642385	0	0.634	0.	38.4884205	-121.4862812                                                                                                                                               
CA	06067004203	1637033	0	0.632	0.	38.4881987	-121.4743864                                                                                                                                               
CA	06067004300	3778413	0	1.459	0.	38.4761513	-121.4873525                                                                                                                                               
CA	06067004401	1386524	0	0.535	0.	38.5311698	-121.4507437                                                                                                                                               
CA	06067004402	1240514	0	0.479	0.	38.532368	-121.4602788                                                                                                                                                
CA	06067004501	1802495	0	0.696	0.	38.5180285	-121.4711734                                                                                                                                               
CA	06067004502	2702032	0	1.043	0.	38.5025521	-121.4629263                                                                                                                                               
CA	06067004601	2267763	0	0.876	0.	38.517183	-121.4471877                                                                                                                                                
CA	06067004602	1316728	0	0.508	0.	38.5176604	-121.4600558                                                                                                                                               
CA	06067004701	1401597	0	0.541	0.	38.5002139	-121.4394835                                                                                                                                               
CA	06067004702	1539646	0	0.594	0.	38.5068873	-121.4469045                                                                                                                                               
CA	06067004801	1872216	0	0.723	0.	38.5067176	-121.4221792                                                                                                                                               
CA	06067004802	1423403	0	0.55	0.	38.4995505	-121.4190445                                                                                                                                                
CA	06067004903	1775343	0	0.685	0.	38.4886484	-121.4621788                                                                                                                                               
CA	06067004904	2477077	0	0.956	0.	38.4880638	-121.4464626                                                                                                                                               
CA	06067004905	1719211	0	0.664	0.	38.4777448	-121.4391674                                                                                                                                               
CA	06067004906	958392	0	0.37	0.	38.4780464	-121.4583035                                                                                                                                                 
CA	06067005001	2350891	0	0.908	0.	38.4893046	-121.4173852                                                                                                                                               
CA	06067005002	3064824	0	1.183	0.	38.4848798	-121.4265186                                                                                                                                               
CA	06067005101	2044240	0	0.789	0.	38.4884217	-121.4013938                                                                                                                                               
CA	06067005102	3095078	0	1.195	0.	38.4891673	-121.383137                                                                                                                                                
CA	06067005201	1881676	168226	0.727	0.065	38.5590043	-121.4229418                                                                                                                                       
CA	06067005202	1759111	113923	0.679	0.044	38.5593317	-121.394154                                                                                                                                        
CA	06067005204	3714778	0	1.434	0.	38.5497903	-121.385415                                                                                                                                                
CA	06067005205	8885993	0	3.431	0.	38.5374689	-121.3955102                                                                                                                                               
CA	06067005301	5801980	439612	2.24	0.17	38.5916036	-121.4825202                                                                                                                                         
CA	06067005402	5404622	210493	2.087	0.081	38.5897946	-121.4318194                                                                                                                                       
CA	06067005403	1306824	0	0.505	0.	38.5663033	-121.4150188                                                                                                                                               
CA	06067005404	3968753	164181	1.532	0.063	38.5698188	-121.3915944                                                                                                                                       
CA	06067005502	2868053	0	1.107	0.	38.6046274	-121.4270026                                                                                                                                               
CA	06067005505	1962373	0	0.758	0.	38.6033897	-121.4083506                                                                                                                                               
CA	06067005506	1301178	0	0.502	0.	38.5924593	-121.4107149                                                                                                                                               
CA	06067005508	974761	0	0.376	0.	38.5779289	-121.4084346                                                                                                                                                
CA	06067005509	321950	0	0.124	0.	38.5852419	-121.4130197                                                                                                                                                
CA	06067005510	647408	0	0.25	0.	38.5851649	-121.4060948                                                                                                                                                 
CA	06067005601	2619543	0	1.011	0.	38.6032015	-121.3922066                                                                                                                                               
CA	06067005605	1285816	0	0.496	0.	38.5922351	-121.3922567                                                                                                                                               
CA	06067005606	2602566	0	1.005	0.	38.5813575	-121.3922087                                                                                                                                               
CA	06067005701	2621462	0	1.012	0.	38.6029899	-121.3737749                                                                                                                                               
CA	06067005702	3285937	0	1.269	0.	38.5863007	-121.3743962                                                                                                                                               
CA	06067005801	2640616	0	1.02	0.	38.6027461	-121.355268                                                                                                                                                 
CA	06067005803	3725465	70859	1.438	0.027	38.582703	-121.357377                                                                                                                                          
CA	06067005804	2638759	297584	1.019	0.115	38.5863682	-121.3394431                                                                                                                                       
CA	06067005901	3399346	0	1.312	0.	38.6362323	-121.3570458                                                                                                                                               
CA	06067005903	653841	0	0.252	0.	38.6137441	-121.3506355                                                                                                                                                
CA	06067005904	2606826	0	1.007	0.	38.6206259	-121.3564192                                                                                                                                               
CA	06067006002	1970202	0	0.761	0.	38.6158347	-121.3737809                                                                                                                                               
CA	06067006003	1545791	0	0.597	0.	38.6342017	-121.37517                                                                                                                                                 
CA	06067006004	1296274	0	0.5	0.	38.6249563	-121.3737088                                                                                                                                                 
CA	06067006101	2796728	0	1.08	0.	38.6259083	-121.3914626                                                                                                                                                
CA	06067006102	1308678	0	0.505	0.	38.6142372	-121.3922389                                                                                                                                               
CA	06067006201	2227682	0	0.86	0.	38.6191125	-121.4079426                                                                                                                                                
CA	06067006202	1627293	0	0.628	0.	38.6163928	-121.4222802                                                                                                                                               
CA	06067006300	2759885	48714	1.066	0.019	38.6225203	-121.4292379                                                                                                                                        
CA	06067006400	3449978	0	1.332	0.	38.6417287	-121.4202442                                                                                                                                               
CA	06067006500	3891463	0	1.503	0.	38.6441696	-121.4385656                                                                                                                                               
CA	06067006600	2220000	0	0.857	0.	38.6251809	-121.4409477                                                                                                                                               
CA	06067006701	3289849	0	1.27	0.	38.6484319	-121.460413                                                                                                                                                 
CA	06067006702	3919166	0	1.513	0.	38.6327488	-121.4592794                                                                                                                                               
CA	06067006800	2481280	0	0.958	0.	38.6174056	-121.4564773                                                                                                                                               
CA	06067006900	5021337	256731	1.939	0.099	38.6018703	-121.4578647                                                                                                                                       
CA	06067007001	3152852	192465	1.217	0.074	38.6233797	-121.4729191                                                                                                                                       
CA	06067007004	2876302	0	1.111	0.	38.6327983	-121.4898006                                                                                                                                               
CA	06067007007	3343505	556030	1.291	0.215	38.603	-121.4817381                                                                                                                                           
CA	06067007010	2422506	233845	0.935	0.09	38.6099173	-121.5148924                                                                                                                                        
CA	06067007011	1946694	0	0.752	0.	38.6170872	-121.5081768                                                                                                                                               
CA	06067007012	1060389	0	0.409	0.	38.6203564	-121.5016424                                                                                                                                               
CA	06067007013	672743	0	0.26	0.	38.6248908	-121.4912778                                                                                                                                                 
CA	06067007014	1962327	0	0.758	0.	38.6150492	-121.4905423                                                                                                                                               
CA	06067007015	5312024	577029	2.051	0.223	38.6483224	-121.5529893                                                                                                                                       
CA	06067007016	4885235	0	1.886	0.	38.6360406	-121.5403487                                                                                                                                               
CA	06067007017	7190021	319876	2.776	0.124	38.6116619	-121.54606                                                                                                                                         
CA	06067007018	4834059	0	1.866	0.	38.6442309	-121.5172959                                                                                                                                               
CA	06067007019	5642642	224054	2.179	0.087	38.6450949	-121.4947736                                                                                                                                       
CA	06067007020	2384661	206499	0.921	0.08	38.6086352	-121.5330236                                                                                                                                        
CA	06067007101	75516029	754933	29.157	0.291	38.7092417	-121.5492084                                                                                                                                     
CA	06067007102	4437057	0	1.713	0.	38.6780725	-121.532096                                                                                                                                                
CA	06067007103	2192200	0	0.846	0.	38.6614448	-121.5189732                                                                                                                                               
CA	06067007104	2224427	0	0.859	0.	38.6726382	-121.5182326                                                                                                                                               
CA	06067007105	1902985	55443	0.735	0.021	38.6775795	-121.500568                                                                                                                                         
CA	06067007106	6438494	81594	2.486	0.032	38.663527	-121.489582                                                                                                                                          
CA	06067007107	13508444	524047	5.216	0.202	38.6578904	-121.5936907                                                                                                                                      
CA	06067007202	10786195	0	4.165	0.	38.6830465	-121.4245901                                                                                                                                              
CA	06067007204	8176760	0	3.157	0.	38.6623457	-121.4462454                                                                                                                                               
CA	06067007206	18699124	0	7.22	0.	38.7199051	-121.4511579                                                                                                                                               
CA	06067007207	8956049	0	3.458	0.	38.7064567	-121.4297674                                                                                                                                               
CA	06067007208	7582517	0	2.928	0.	38.6838883	-121.4661875                                                                                                                                               
CA	06067007209	2564232	0	0.99	0.	38.6910378	-121.4478452                                                                                                                                                
CA	06067007301	12737810	0	4.918	0.	38.6627273	-121.3980026                                                                                                                                              
CA	06067007402	2861956	0	1.105	0.	38.6869533	-121.3791846                                                                                                                                               
CA	06067007403	2167983	0	0.837	0.	38.6775875	-121.3719125                                                                                                                                               
CA	06067007406	4561337	0	1.761	0.	38.6977784	-121.3838886                                                                                                                                               
CA	06067007413	5486061	192933	2.118	0.074	38.6420403	-121.3933099                                                                                                                                       
CA	06067007414	1437532	0	0.555	0.	38.6881636	-121.3583148                                                                                                                                               
CA	06067007415	1536470	0	0.593	0.	38.6790053	-121.3467506                                                                                                                                               
CA	06067007416	1188887	0	0.459	0.	38.6811015	-121.3538791                                                                                                                                               
CA	06067007417	2459057	0	0.949	0.	38.7139046	-121.3948906                                                                                                                                               
CA	06067007421	4579217	0	1.768	0.	38.7155063	-121.3347947                                                                                                                                               
CA	06067007422	975469	0	0.377	0.	38.6917961	-121.3409233                                                                                                                                                
CA	06067007423	987680	0	0.381	0.	38.6718268	-121.362801                                                                                                                                                 
CA	06067007424	1440886	0	0.556	0.	38.6646872	-121.3667921                                                                                                                                               
CA	06067007426	868096	0	0.335	0.	38.7094156	-121.3801503                                                                                                                                                
CA	06067007427	1971170	0	0.761	0.	38.707515	-121.37028                                                                                                                                                  
CA	06067007428	1303370	0	0.503	0.	38.6994816	-121.3466005                                                                                                                                               
CA	06067007429	999191	0	0.386	0.	38.6982473	-121.3576571                                                                                                                                                
CA	06067007430	1905259	0	0.736	0.	38.7214772	-121.3727251                                                                                                                                               
CA	06067007431	1142219	0	0.441	0.	38.7222559	-121.3876534                                                                                                                                               
