USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
CA	06001400100	6894340	0	2.662	0.	37.8676275	-122.231946                                                                                                                                                
CA	06001400200	587450	0	0.227	0.	37.8481386	-122.2495968                                                                                                                                                
CA	06001400300	1105329	0	0.427	0.	37.8405983	-122.2544365                                                                                                                                               
CA	06001400400	714728	0	0.276	0.	37.8482803	-122.2574533                                                                                                                                                
CA	06001400500	590307	0	0.228	0.	37.8485412	-122.2647277                                                                                                                                                
CA	06001400600	297856	0	0.115	0.	37.8419909	-122.2648882                                                                                                                                                
CA	06001400700	880303	0	0.34	0.	37.8417667	-122.2723529                                                                                                                                                 
CA	06001400800	696240	0	0.269	0.	37.8454675	-122.2833944                                                                                                                                                
CA	06001400900	420877	0	0.163	0.	37.8394912	-122.2802646                                                                                                                                                
CA	06001401000	1144333	0	0.442	0.	37.8312255	-122.2719014                                                                                                                                               
CA	06001401100	883273	0	0.341	0.	37.8305038	-122.2638582                                                                                                                                                
CA	06001401200	665876	0	0.257	0.	37.8306139	-122.2579003                                                                                                                                                
CA	06001401300	858458	0	0.331	0.	37.8181162	-122.2666978                                                                                                                                                
CA	06001401400	758204	0	0.293	0.	37.820756	-122.2733874                                                                                                                                                 
CA	06001401500	467740	0	0.181	0.	37.8229286	-122.2806336                                                                                                                                                
CA	06001401600	636068	0	0.246	0.	37.8173716	-122.2814825                                                                                                                                                
CA	06001401700	5757361	5813128	2.223	2.244	37.8225184	-122.3077741                                                                                                                                      
CA	06001401800	298634	0	0.115	0.	37.8095326	-122.2982355                                                                                                                                                
CA	06001402200	712081	0	0.275	0.	37.8063521	-122.2963073                                                                                                                                                
CA	06001402400	337079	0	0.13	0.	37.812031	-122.2824569                                                                                                                                                  
CA	06001402500	365454	0	0.141	0.	37.8057305	-122.2847803                                                                                                                                                
CA	06001402600	318842	0	0.123	0.	37.8042701	-122.2799551                                                                                                                                                
CA	06001402700	398820	0	0.154	0.	37.8103873	-122.276991                                                                                                                                                 
CA	06001402800	398312	0	0.154	0.	37.808718	-122.2715001                                                                                                                                                 
CA	06001402900	391799	0	0.151	0.	37.8071721	-122.2667847                                                                                                                                                
CA	06001403000	352394	0	0.136	0.	37.8004341	-122.2707274                                                                                                                                                
CA	06001403100	346852	0	0.134	0.	37.8022741	-122.2755012                                                                                                                                                
CA	06001403300	915837	96764	0.354	0.037	37.7944308	-122.2663244                                                                                                                                         
CA	06001403400	664234	602434	0.256	0.233	37.8026482	-122.2626597                                                                                                                                        
CA	06001403501	669873	0	0.259	0.	37.8177398	-122.2600504                                                                                                                                                
CA	06001403502	182461	0	0.07	0.	37.8159619	-122.2569401                                                                                                                                                 
CA	06001403600	391491	0	0.151	0.	37.8135075	-122.2534803                                                                                                                                                
CA	06001403701	173947	0	0.067	0.	37.8112134	-122.2586656                                                                                                                                                
CA	06001403702	199100	0	0.077	0.	37.8094979	-122.2520933                                                                                                                                                
CA	06001403800	652450	0	0.252	0.	37.8148228	-122.2416681                                                                                                                                                
CA	06001403900	493102	0	0.19	0.	37.8171784	-122.2487713                                                                                                                                                 
CA	06001404000	366986	0	0.142	0.	37.8233126	-122.2536627                                                                                                                                                
CA	06001404101	571739	0	0.221	0.	37.8300795	-122.249816                                                                                                                                                 
CA	06001404102	230172	0	0.089	0.	37.8260219	-122.2510667                                                                                                                                                
CA	06001404200	2724001	0	1.052	0.	37.8361135	-122.2344665                                                                                                                                               
CA	06001404300	1827346	25272	0.706	0.01	37.8446717	-122.2381046                                                                                                                                         
CA	06001404400	4119675	0	1.591	0.	37.846243	-122.2150688                                                                                                                                                
CA	06001404501	1087924	5141	0.42	0.002	37.8271275	-122.2171515                                                                                                                                          
CA	06001404502	3071447	0	1.186	0.	37.8345259	-122.2026155                                                                                                                                               
CA	06001404600	4827837	0	1.864	0.	37.8198587	-122.1912195                                                                                                                                               
CA	06001404700	1200169	0	0.463	0.	37.8133426	-122.2069935                                                                                                                                               
CA	06001404800	628405	0	0.243	0.	37.8055076	-122.2131962                                                                                                                                                
CA	06001404900	1011185	0	0.39	0.	37.8041422	-122.2215059                                                                                                                                                
CA	06001405000	800378	0	0.309	0.	37.8120851	-122.2190899                                                                                                                                                
CA	06001405100	1256531	0	0.485	0.	37.811425	-122.2322365                                                                                                                                                
CA	06001405200	858122	0	0.331	0.	37.805277	-122.2433878                                                                                                                                                 
CA	06001405301	227753	0	0.088	0.	37.8020757	-122.2513558                                                                                                                                                
CA	06001405302	205566	0	0.079	0.	37.7985075	-122.2543138                                                                                                                                                
CA	06001405401	313930	0	0.121	0.	37.7965384	-122.2494562                                                                                                                                                
CA	06001405402	285369	0	0.11	0.	37.7933319	-122.2461006                                                                                                                                                 
CA	06001405500	411721	0	0.159	0.	37.7982821	-122.243279                                                                                                                                                 
CA	06001405600	428774	0	0.166	0.	37.8008019	-122.2372726                                                                                                                                                
CA	06001405700	546860	0	0.211	0.	37.7982307	-122.2296737                                                                                                                                                
CA	06001405800	519054	0	0.2	0.	37.7939452	-122.2330985                                                                                                                                                  
CA	06001405901	452588	0	0.175	0.	37.787786	-122.2357701                                                                                                                                                 
CA	06001405902	487280	0	0.188	0.	37.7909447	-122.240953                                                                                                                                                 
CA	06001406000	2113988	467979	0.816	0.181	37.7915385	-122.251342                                                                                                                                        
CA	06001406100	1843703	74875	0.712	0.029	37.7741755	-122.2275801                                                                                                                                        
CA	06001406201	408076	0	0.158	0.	37.7850449	-122.230736                                                                                                                                                 
CA	06001406202	392183	0	0.151	0.	37.7819786	-122.2265557                                                                                                                                                
CA	06001406300	485744	0	0.188	0.	37.7892881	-122.2250125                                                                                                                                                
CA	06001406400	487914	77534	0.188	0.03	37.796806	-122.2217201                                                                                                                                           
CA	06001406500	745043	0	0.288	0.	37.7880813	-122.2169867                                                                                                                                                
CA	06001406601	747404	0	0.289	0.	37.7936093	-122.2079606                                                                                                                                                
CA	06001406602	414724	0	0.16	0.	37.7964782	-122.2143072                                                                                                                                                 
CA	06001406700	1683727	0	0.65	0.	37.8033164	-122.2022249                                                                                                                                                
CA	06001406800	912527	0	0.352	0.	37.7978944	-122.1949575                                                                                                                                                
CA	06001406900	873127	0	0.337	0.	37.7932754	-122.1903789                                                                                                                                                
CA	06001407000	862936	0	0.333	0.	37.7879458	-122.2024901                                                                                                                                                
CA	06001407101	370838	0	0.143	0.	37.7831287	-122.2143966                                                                                                                                                
CA	06001407102	660863	0	0.255	0.	37.7807761	-122.2102385                                                                                                                                                
CA	06001407200	715071	0	0.276	0.	37.7777848	-122.2192819                                                                                                                                                
CA	06001407300	2370917	209265	0.915	0.081	37.7621786	-122.2109235                                                                                                                                       
CA	06001407400	511491	0	0.197	0.	37.7710407	-122.2067479                                                                                                                                                
CA	06001407500	494511	0	0.191	0.	37.769515	-122.1976091                                                                                                                                                 
CA	06001407600	1022712	0	0.395	0.	37.7775293	-122.2031992                                                                                                                                               
CA	06001407700	918668	0	0.355	0.	37.7765228	-122.1931965                                                                                                                                                
CA	06001407800	1234692	0	0.477	0.	37.7817417	-122.1866598                                                                                                                                               
CA	06001407900	1099097	0	0.424	0.	37.7884273	-122.1847831                                                                                                                                               
CA	06001408000	1955676	0	0.755	0.	37.8029607	-122.1828709                                                                                                                                               
CA	06001408100	8935571	0	3.45	0.	37.7853987	-122.1572109                                                                                                                                                
CA	06001408200	901765	0	0.348	0.	37.7751005	-122.1755728                                                                                                                                                
CA	06001408300	1521670	0	0.588	0.	37.7710979	-122.1645167                                                                                                                                               
CA	06001408400	542658	0	0.21	0.	37.7646056	-122.1709595                                                                                                                                                 
CA	06001408500	831360	0	0.321	0.	37.7604176	-122.1785112                                                                                                                                                
CA	06001408600	1061441	0	0.41	0.	37.7661975	-122.182303                                                                                                                                                 
CA	06001408700	1130613	0	0.437	0.	37.7688608	-122.1889459                                                                                                                                               
CA	06001408800	1204352	0	0.465	0.	37.7588039	-122.1969422                                                                                                                                               
CA	06001408900	802406	0	0.31	0.	37.7541816	-122.1887803                                                                                                                                                 
CA	06001409000	16927915	4382424	6.536	1.692	37.7296943	-122.2161623                                                                                                                                     
CA	06001409100	490550	0	0.189	0.	37.7323419	-122.1834828                                                                                                                                                
CA	06001409200	716800	0	0.277	0.	37.729083	-122.1778389                                                                                                                                                 
CA	06001409300	1076280	0	0.416	0.	37.7378466	-122.1733599                                                                                                                                               
CA	06001409400	1253613	0	0.484	0.	37.744613	-122.1803623                                                                                                                                                
CA	06001409500	836612	0	0.323	0.	37.7504463	-122.1837659                                                                                                                                                
CA	06001409600	747478	0	0.289	0.	37.7532669	-122.1726197                                                                                                                                                
CA	06001409700	811304	0	0.313	0.	37.7564187	-122.1658929                                                                                                                                                
CA	06001409800	1790024	0	0.691	0.	37.7603611	-122.1557637                                                                                                                                               
CA	06001409900	4332544	0	1.673	0.	37.7619727	-122.135825                                                                                                                                                
CA	06001410000	6562265	145283	2.534	0.056	37.7447566	-122.1332163                                                                                                                                       
CA	06001410100	784437	0	0.303	0.	37.7478641	-122.1535294                                                                                                                                                
CA	06001410200	585845	0	0.226	0.	37.7453063	-122.1571742                                                                                                                                                
CA	06001410300	578329	0	0.223	0.	37.7466798	-122.1661407                                                                                                                                                
CA	06001410400	706611	0	0.273	0.	37.7408161	-122.1621741                                                                                                                                                
CA	06001410500	724476	0	0.28	0.	37.8100159	-122.2889571                                                                                                                                                 
CA	06001420100	552476	0	0.213	0.	37.8947731	-122.2910214                                                                                                                                                
CA	06001420200	463184	0	0.179	0.	37.8944657	-122.2974678                                                                                                                                                
CA	06001420300	1303595	1109281	0.503	0.428	37.8906499	-122.3181164                                                                                                                                      
CA	06001420400	1108467	1632801	0.428	0.63	37.8862111	-122.3141637                                                                                                                                       
CA	06001420500	416291	0	0.161	0.	37.8867059	-122.2950048                                                                                                                                                
CA	06001420600	789445	0	0.305	0.	37.8870335	-122.2870622                                                                                                                                                
CA	06001421100	745510	0	0.288	0.	37.899434	-122.2661928                                                                                                                                                 
CA	06001421200	1354148	1509	0.523	0.001	37.8975481	-122.2752271                                                                                                                                         
CA	06001421300	1106645	0	0.427	0.	37.8911093	-122.2813663                                                                                                                                               
CA	06001421400	474778	0	0.183	0.	37.8883409	-122.270922                                                                                                                                                 
CA	06001421500	1590678	3635	0.614	0.001	37.8918549	-122.2591778                                                                                                                                         
CA	06001421600	1333470	0	0.515	0.	37.8839395	-122.2559781                                                                                                                                               
CA	06001421700	573822	0	0.222	0.	37.8819398	-122.2701842                                                                                                                                                
CA	06001421800	528477	0	0.204	0.	37.8802854	-122.2782006                                                                                                                                                
CA	06001421900	855101	0	0.33	0.	37.8794875	-122.289635                                                                                                                                                  
CA	06001422000	4519576	5864363	1.745	2.264	37.8578054	-122.3012478                                                                                                                                      
CA	06001422100	551943	0	0.213	0.	37.8733067	-122.2965336                                                                                                                                                
CA	06001422200	675011	0	0.261	0.	37.8728828	-122.2878171                                                                                                                                                
CA	06001422300	560047	0	0.216	0.	37.8740722	-122.2779152                                                                                                                                                
CA	06001422400	475570	0	0.184	0.	37.8752396	-122.2695878                                                                                                                                                
CA	06001422500	460335	0	0.178	0.	37.877313	-122.2603183                                                                                                                                                 
CA	06001422600	1699288	0	0.656	0.	37.8737724	-122.254627                                                                                                                                                
CA	06001422700	348098	0	0.134	0.	37.8679235	-122.249491                                                                                                                                                 
CA	06001422800	408571	0	0.158	0.	37.8667875	-122.259979                                                                                                                                                 
CA	06001422900	544282	0	0.21	0.	37.8678899	-122.269247                                                                                                                                                  
CA	06001423000	730083	0	0.282	0.	37.8668441	-122.2771352                                                                                                                                                
CA	06001423100	748653	0	0.289	0.	37.865807	-122.2863197                                                                                                                                                 
CA	06001423200	456778	0	0.176	0.	37.8645164	-122.2936857                                                                                                                                                
CA	06001423300	726625	0	0.281	0.	37.8573281	-122.2842016                                                                                                                                                
CA	06001423400	755443	0	0.292	0.	37.8583735	-122.275884                                                                                                                                                 
CA	06001423500	635744	0	0.245	0.	37.8593612	-122.268048                                                                                                                                                 
CA	06001423601	523436	0	0.202	0.	37.8588898	-122.258719                                                                                                                                                 
CA	06001423602	404545	0	0.156	0.	37.8631828	-122.2592684                                                                                                                                                
CA	06001423700	728690	0	0.281	0.	37.8618284	-122.2490093                                                                                                                                                
CA	06001423800	1072454	0	0.414	0.	37.8547521	-122.2440171                                                                                                                                               
CA	06001423901	395613	0	0.153	0.	37.8522414	-122.2675674                                                                                                                                                
CA	06001423902	309231	0	0.119	0.	37.8547567	-122.2573858                                                                                                                                                
CA	06001424001	507529	0	0.196	0.	37.8503694	-122.2746228                                                                                                                                                
CA	06001424002	327217	0	0.126	0.	37.8504771	-122.2815375                                                                                                                                                
CA	06001425101	590871	2045459	0.228	0.79	37.8382532	-122.3054128                                                                                                                                        
CA	06001425102	735195	0	0.284	0.	37.8398713	-122.2946336                                                                                                                                                
CA	06001425103	874832	0	0.338	0.	37.8425491	-122.2898096                                                                                                                                                
CA	06001425104	1087224	0	0.42	0.	37.8326584	-122.2833246                                                                                                                                                
CA	06001426100	3043956	0	1.175	0.	37.8216141	-122.2252882                                                                                                                                               
CA	06001426200	1358211	0	0.524	0.	37.8246262	-122.2406411                                                                                                                                               
CA	06001427100	1025446	168187	0.396	0.065	37.764909	-122.2299614                                                                                                                                        
CA	06001427200	1329667	650377	0.513	0.251	37.780827	-122.248255                                                                                                                                         
CA	06001427300	1950568	861367	0.753	0.333	37.7810489	-122.2662775                                                                                                                                       
CA	06001427600	582861	0	0.225	0.	37.7778323	-122.2835979                                                                                                                                                
CA	06001427700	999309	710016	0.386	0.274	37.7681553	-122.2868948                                                                                                                                        
CA	06001427800	831152	0	0.321	0.	37.7714922	-122.2690581                                                                                                                                                
CA	06001427900	825214	0	0.319	0.	37.7698045	-122.2582454                                                                                                                                                
CA	06001428000	525763	0	0.203	0.	37.7666414	-122.2475404                                                                                                                                                
CA	06001428100	994804	38330	0.384	0.015	37.7589136	-122.2346068                                                                                                                                         
CA	06001428200	1362068	804737	0.526	0.311	37.7533497	-122.2396803                                                                                                                                       
CA	06001428301	4297936	1597302	1.659	0.617	37.7344929	-122.2414385                                                                                                                                      
CA	06001428302	2234426	474770	0.863	0.183	37.7439709	-122.249779                                                                                                                                        
CA	06001428400	810521	1168052	0.313	0.451	37.7564138	-122.2559068                                                                                                                                       
CA	06001428500	624197	383522	0.241	0.148	37.7601324	-122.2593887                                                                                                                                        
CA	06001428600	898967	1080420	0.347	0.417	37.766273	-122.2738461                                                                                                                                        
CA	06001428700	7752560	4534587	2.993	1.751	37.7801283	-122.3050028                                                                                                                                      
CA	06001430101	25495598	0	9.844	0.	37.7272374	-122.0152793                                                                                                                                              
CA	06001430102	77444507	3500650	29.901	1.352	37.7674569	-122.0500291                                                                                                                                    
CA	06001430200	5329272	0	2.058	0.	37.7216743	-122.0615667                                                                                                                                               
CA	06001430300	2551432	9638	0.985	0.004	37.7172764	-122.0819576                                                                                                                                         
CA	06001430400	2435747	481854	0.94	0.186	37.7212084	-122.1010957                                                                                                                                        
CA	06001430500	2607356	0	1.007	0.	37.7049262	-122.1091621                                                                                                                                               
CA	06001430600	2261417	0	0.873	0.	37.7041757	-122.0969638                                                                                                                                               
CA	06001430700	1322604	0	0.511	0.	37.7060948	-122.0822254                                                                                                                                               
CA	06001430800	1806090	0	0.697	0.	37.6992244	-122.0650348                                                                                                                                               
CA	06001430900	1096552	0	0.423	0.	37.6982784	-122.0828322                                                                                                                                               
CA	06001431000	954200	0	0.368	0.	37.6929313	-122.0784575                                                                                                                                                
CA	06001431100	982922	0	0.38	0.	37.6881143	-122.0672947                                                                                                                                                 
CA	06001431200	2021149	26007	0.78	0.01	37.6871184	-122.0834504                                                                                                                                          
CA	06001432100	1105772	0	0.427	0.	37.7360495	-122.1466048                                                                                                                                               
CA	06001432200	1023815	0	0.395	0.	37.7330544	-122.1562452                                                                                                                                               
CA	06001432300	1044682	0	0.403	0.	37.7308754	-122.1656501                                                                                                                                               
CA	06001432400	6433666	1385676	2.484	0.535	37.7087256	-122.1899737                                                                                                                                      
CA	06001432501	1362361	0	0.526	0.	37.7167162	-122.1661481                                                                                                                                               
CA	06001432502	816163	0	0.315	0.	37.7234549	-122.1734789                                                                                                                                                
CA	06001432600	1673450	0	0.646	0.	37.7226922	-122.1551539                                                                                                                                               
CA	06001432700	828606	0	0.32	0.	37.7270702	-122.1428437                                                                                                                                                 
CA	06001432800	3869517	0	1.494	0.	37.721228	-122.123812                                                                                                                                                 
CA	06001433000	1323523	0	0.511	0.	37.7158642	-122.1354706                                                                                                                                               
CA	06001433102	1433822	0	0.554	0.	37.7021569	-122.1335021                                                                                                                                               
CA	06001433103	690524	0	0.267	0.	37.7093289	-122.1390589                                                                                                                                                
CA	06001433104	1053445	0	0.407	0.	37.7142641	-122.1469937                                                                                                                                               
CA	06001433200	3174900	0	1.226	0.	37.70175	-122.147077                                                                                                                                                  
CA	06001433300	2455576	0	0.948	0.	37.6985801	-122.1574574                                                                                                                                               
CA	06001433400	5474774	2188972	2.114	0.845	37.6845277	-122.1689572                                                                                                                                      
CA	06001433500	1234047	0	0.476	0.	37.6845056	-122.1553171                                                                                                                                               
CA	06001433600	1567223	0	0.605	0.	37.6860417	-122.1438191                                                                                                                                               
CA	06001433700	1311724	0	0.506	0.	37.6876437	-122.1146294                                                                                                                                               
CA	06001433800	1600708	0	0.618	0.	37.6988143	-122.123482                                                                                                                                                
CA	06001433900	816585	0	0.315	0.	37.6992655	-122.1135392                                                                                                                                                
CA	06001434000	1208790	0	0.467	0.	37.6923622	-122.1102954                                                                                                                                               
CA	06001435102	4225669	0	1.632	0.	37.6552235	-122.0457323                                                                                                                                               
CA	06001435103	51788299	0	19.996	0.	37.6516739	-121.9827799                                                                                                                                             
CA	06001435104	7240706	0	2.796	0.	37.6385144	-122.0388424                                                                                                                                               
CA	06001435200	2257317	61591	0.872	0.024	37.6890403	-122.049336                                                                                                                                         
CA	06001435300	1288755	0	0.498	0.	37.6807791	-122.064666                                                                                                                                                
CA	06001435400	1328739	0	0.513	0.	37.6739266	-122.0831568                                                                                                                                               
CA	06001435500	1012330	0	0.391	0.	37.6809369	-122.09333                                                                                                                                                 
CA	06001435601	945534	0	0.365	0.	37.6746689	-122.1022655                                                                                                                                                
CA	06001435602	1143700	0	0.442	0.	37.6819278	-122.1069995                                                                                                                                               
CA	06001435700	1330959	0	0.514	0.	37.6786744	-122.1161142                                                                                                                                               
CA	06001435800	1310017	0	0.506	0.	37.6793903	-122.1296212                                                                                                                                               
CA	06001435900	2419403	17052	0.934	0.007	37.6724681	-122.147305                                                                                                                                         
CA	06001436000	1315446	0	0.508	0.	37.6691777	-122.1375217                                                                                                                                               
CA	06001436100	1258238	0	0.486	0.	37.6717586	-122.1236192                                                                                                                                               
CA	06001436200	644507	0	0.249	0.	37.6685048	-122.11212                                                                                                                                                  
CA	06001436300	1831136	0	0.707	0.	37.666274	-122.0917199                                                                                                                                                
CA	06001436401	3116599	0	1.203	0.	37.6715227	-122.0650918                                                                                                                                               
