room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8015773,42066730,Shared room,,Ocean Beach,0,,2.0,1.0,60.0,1.0,32.751396,-117.247132,2015-10-24 04:09:59.633233
3205786,16243418,Private room,,East Village,34,5.0,2.0,1.0,50.0,1.0,32.704274,-117.149681,2015-10-23 16:04:44.388186
184238,883704,Entire home/apt,,Loma Portal,89,5.0,4.0,0.0,155.0,3.0,32.740977,-117.24471,2015-10-23 16:41:13.380872
1445441,7760051,Entire home/apt,,Mission Bay,3,4.5,,3.0,400.0,3.0,32.762002,-117.251399,2015-10-23 14:26:08.469223
6642781,34768387,Private room,,Midtown,1,5.0,2.0,1.0,60.0,4.0,32.747065,-117.156713,2015-10-23 21:32:40.566459
7020027,4895348,Entire home/apt,,City Heights West,0,,3.0,1.0,85.0,2.0,32.735638,-117.102074,2015-10-23 16:14:42.184132
2568858,4785265,Private room,,Midtown,16,5.0,2.0,1.0,60.0,2.0,32.746089,-117.156296,2015-10-24 04:49:31.093396
6901066,29060197,Private room,,Bay Park,15,5.0,2.0,1.0,59.0,1.0,32.793022,-117.197259,2015-10-23 15:06:06.683491
931686,3017970,Entire home/apt,,Pacific Beach,19,5.0,,3.0,295.0,3.0,32.801063,-117.256345,2015-10-23 20:00:17.014198
3803564,2215431,Private room,,Loma Portal,3,5.0,2.0,1.0,89.0,2.0,32.734821,-117.237724,2015-10-23 17:31:18.532293
2717215,13904999,Private room,,Normal Heights,3,4.0,2.0,1.0,120.0,1.0,32.75728,-117.112364,2015-10-23 14:01:33.066913
6466346,33775507,Private room,,University City,1,,1.0,1.0,30.0,1.0,32.875169,-117.216399,2015-10-23 21:06:37.626857
6678757,34958460,Private room,,Linda Vista,6,4.5,2.0,1.0,55.0,2.0,32.773168,-117.169647,2015-10-23 15:32:36.286086
6476216,22168365,Entire home/apt,,East Village,12,5.0,5.0,2.0,240.0,2.0,32.710067,-117.156253,2015-10-24 01:34:11.760393
7559759,39627543,Entire home/apt,,Pacific Beach,5,4.5,2.0,1.0,105.0,2.0,32.800386,-117.228999,2015-10-24 00:14:32.512171
6415740,173375,Entire home/apt,,Ocean Beach,2,4.0,5.0,3.0,260.0,7.0,32.748533,-117.250815,2015-10-23 18:40:01.995627
6731066,5347571,Private room,,El Cerritos,0,,4.0,1.0,50.0,1.0,32.755742,-117.066688,2015-10-23 13:35:50.257452
2297296,8688055,Entire home/apt,,Mission Bay,33,4.5,3.0,1.0,150.0,1.0,32.781675,-117.25167,2015-10-23 18:13:32.729204
75668,401936,Private room,,North Hills,97,5.0,2.0,1.0,45.0,1.0,32.747304,-117.144234,2015-10-23 20:56:48.861227
1742076,5600502,Entire home/apt,,La Jolla,4,4.0,,2.0,220.0,,32.826515,-117.276518,2015-10-23 16:52:37.768915
8143689,1110582,Entire home/apt,,Mission Bay,1,5.0,2.0,0.0,95.0,2.0,32.775846,-117.251942,2015-10-23 14:05:06.526578
3068306,15614844,Entire home/apt,,Old Town,6,3.5,5.0,0.0,99.0,2.0,32.749919,-117.192887,2015-10-23 17:21:10.214902
