room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4126533,874515,Shared room,,Pacific Beach,1,0.0,3,1.0,100.0,,32.800613,-117.236883,2016-12-25 12:17:05.785295
13696046,79849535,Shared room,,Mission Bay,0,0.0,4,1.0,64.0,,32.790438,-117.240419,2016-12-25 12:16:51.876713
15454602,64434828,Shared room,,Pacific Beach,0,0.0,12,1.0,63.0,,32.792109,-117.255594,2016-12-25 12:16:50.781033
5550639,28422176,Shared room,,East Village,35,4.0,4,1.0,56.0,,32.710741,-117.156287,2016-12-25 12:16:49.497091
1030335,3324885,Shared room,,Midtown,31,4.5,6,1.0,56.0,,32.745434,-117.159264,2016-12-25 12:16:49.493055
11871819,168812,Shared room,,Northwest,1,0.0,2,1.0,45.0,,32.633307,-117.083185,2016-12-25 12:16:46.988824
9450068,28422176,Shared room,,Gaslamp Quarter,23,4.0,4,1.0,56.0,,32.711275,-117.160423,2016-12-25 12:16:46.982261
15834271,102535431,Shared room,,Emerald Hills,1,0.0,2,1.0,30.0,,32.71062,-117.070425,2016-12-25 12:16:44.525501
16451763,106781961,Shared room,,University City,0,0.0,3,1.0,16.0,,32.864945,-117.220847,2016-12-25 12:16:44.519893
14304148,15284591,Shared room,,Gaslamp Quarter,0,0.0,2,1.0,350.0,,32.710059,-117.160217,2016-12-25 12:16:43.008516
7226946,37835744,Shared room,,San Ysidro,0,0.0,6,1.0,300.0,,32.55834,-117.050867,2016-12-25 12:16:41.962127
16083567,38301538,Shared room,,East Village,0,0.0,4,1.0,300.0,,32.710992,-117.153297,2016-12-25 12:16:41.955433
14107284,44389825,Shared room,,Marina,0,0.0,3,1.0,265.0,,32.715687,-117.169837,2016-12-25 12:16:41.952954
8812535,46166426,Shared room,,Linda Vista,0,0.0,1,1.0,250.0,,32.772858,-117.17134,2016-12-25 12:16:41.950223
14531599,18270303,Shared room,,Loma Portal,0,0.0,6,1.0,179.0,,32.741645,-117.234828,2016-12-25 12:16:39.525336
3318073,16335626,Shared room,,Grant Hill,1,0.0,2,1.0,164.0,,32.709464,-117.14455,2016-12-25 12:16:39.521473
3363247,16967657,Shared room,,East Village,0,0.0,2,1.0,165.0,,32.703445,-117.158385,2016-12-25 12:16:39.519278
13129870,73114106,Shared room,,Moreno Mission,1,0.0,1,1.0,150.0,,32.764119,-117.187971,2016-12-25 12:16:39.516390
6031496,21047879,Shared room,,Normal Heights,8,4.5,1,1.0,125.0,,32.759778,-117.115464,2016-12-25 12:16:38.324226
3884876,14945957,Shared room,,University City,1,0.0,1,1.0,110.0,,32.873223,-117.216626,2016-12-25 12:16:37.069376
13220476,33537864,Shared room,,North Hills,1,0.0,4,1.0,120.0,,32.730668,-117.126602,2016-12-25 12:16:37.067209
13959074,83152894,Shared room,,Midtown,1,0.0,2,1.0,104.0,,32.739664,-117.16065,2016-12-25 12:16:37.059983
13137280,3544395,Shared room,,Core,0,0.0,8,1.0,100.0,,32.714054,-117.161792,2016-12-25 12:16:35.824188
14899039,74490110,Shared room,,Mission Bay,0,0.0,3,1.0,100.0,,32.789629,-117.236345,2016-12-25 12:16:35.814929
14111864,85019795,Shared room,,Pacific Beach,0,0.0,1,1.0,100.0,,32.802406,-117.240115,2016-12-25 12:16:35.804667
16083204,38301538,Shared room,,East Village,0,0.0,2,1.0,85.0,,32.710527,-117.152963,2016-12-25 12:16:35.799552
11437470,26629613,Shared room,,Mountain View,0,0.0,1,1.0,70.0,,32.703323,-117.114468,2016-12-25 12:16:34.717528
8599185,45253788,Shared room,,University City,0,0.0,1,1.0,80.0,,32.858347,-117.226531,2016-12-25 12:16:34.714961
3053563,9073422,Shared room,,University City,1,0.0,2,1.0,70.0,,32.853313,-117.205421,2016-12-25 12:16:34.712225
3560755,17926311,Shared room,,North Hills,1,0.0,1,1.0,79.0,,32.740375,-117.121017,2016-12-25 12:16:34.709963
13301094,27653191,Shared room,,North Hills,0,0.0,3,1.0,78.0,,32.747993,-117.127859,2016-12-25 12:16:34.706418
8509883,44720110,Shared room,,North Hills,0,0.0,1,1.0,70.0,,32.750603,-117.136823,2016-12-25 12:16:34.703883
