room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3676367,9954475,Entire home/apt,,Rancho Penasquitos,15,5.0,16,5.0,1195.0,,32.9999,-117.156112,2016-07-20 03:06:25.715128
12378886,12127219,Entire home/apt,,Midtown,6,4.0,8,1.0,225.0,1.0,32.731473,-117.167211,2016-07-20 03:06:19.098840
13902298,60144797,Private room,,University City,0,,3,1.0,150.0,2.0,32.866062,-117.221456,2016-07-20 03:06:16.162609
13939826,1188065,Entire home/apt,,Grant Hill,0,,16,6.0,395.0,,32.714858,-117.124469,2016-07-20 03:06:12.591766
6854183,3833201,Entire home/apt,,Kensington,20,4.5,2,1.0,100.0,2.0,32.759397,-117.105274,2016-07-20 03:06:09.174748
7178735,12791220,Entire home/apt,,South Park,26,5.0,2,0.0,125.0,1.0,32.719597,-117.126171,2016-07-20 03:05:49.226397
6574265,34376661,Private room,,Rolling Hills Ranch,0,,1,1.0,46.0,3.0,32.658756,-116.970401,2016-07-20 03:05:36.243238
13732263,78836518,Private room,,University City,0,,3,1.0,149.0,2.0,32.868619,-117.203057,2016-07-20 03:05:33.805894
9110324,41747722,Entire home/apt,,Mission Bay,24,4.5,10,2.0,325.0,1.0,32.788352,-117.25425,2016-07-20 03:05:24.750029
13900163,51600654,Entire home/apt,,Normal Heights,0,,6,2.0,90.0,1.0,32.766155,-117.125396,2016-07-20 03:05:20.105593
13900266,82171168,Entire home/apt,,East Village,0,,4,1.0,495.0,2.0,32.710208,-117.157234,2016-07-20 03:04:40.963327
11042088,50603993,Entire home/apt,,Mission Bay,0,,6,3.0,464.0,4.0,32.761957,-117.249142,2016-07-20 03:04:27.370313
2182820,796593,Entire home/apt,,Loma Portal,26,4.5,4,0.0,99.0,4.0,32.75408,-117.226137,2016-07-20 03:03:50.454062
13839288,5105275,Private room,,Balboa Park,0,,2,1.0,99.0,1.0,32.718325,-117.147477,2016-07-20 03:03:40.413832
4350184,12057949,Entire home/apt,,East Village,0,,3,0.0,299.0,1.0,32.718476,-117.153421,2016-07-20 03:03:33.646613
11262578,17300054,Entire home/apt,,Del Mar Heights,0,,5,2.0,363.0,7.0,32.937503,-117.255775,2016-07-20 03:03:28.667180
3870146,19987307,Entire home/apt,,Pacific Beach,18,5.0,2,1.0,113.0,2.0,32.807496,-117.245087,2016-07-20 03:03:25.631823
8670672,15195456,Private room,,West University Heights,0,,2,1.0,80.0,1.0,32.753484,-117.151545,2016-07-20 03:03:15.719418
13939943,62161975,Private room,,Sabre Springs,1,,3,1.0,104.0,1.0,32.952269,-117.10042,2016-07-20 03:02:58.254385
2989832,7653310,Private room,,Mira Mesa,100,5.0,2,1.0,52.0,1.0,32.932719,-117.139759,2016-07-20 03:02:34.532710
11088570,10595328,Entire home/apt,,East Village,8,5.0,3,0.0,108.0,1.0,32.718202,-117.153181,2016-07-20 03:02:31.674796
12389249,64686855,Private room,,North Hills,1,,2,1.0,200.0,1.0,32.752537,-117.141292,2016-07-20 03:02:05.262614
5544381,27896863,Private room,,Serra Mesa,0,,2,1.0,215.0,1.0,32.778464,-117.132326,2016-07-20 03:02:03.097217
12540869,67935181,Entire home/apt,,Mission Valley,9,5.0,6,2.0,195.0,3.0,32.766115,-117.174318,2016-07-20 03:02:00.193007
4350971,21748484,Entire home/apt,,Mission Bay,15,4.5,8,2.0,275.0,,32.75991,-117.250126,2016-07-20 03:01:52.411010
10837945,13664263,Private room,,Grantville,2,,1,1.0,40.0,1.0,32.788119,-117.10903,2016-07-20 03:01:37.648636
12740202,8333724,Entire home/apt,,Roseville,0,,6,2.0,175.0,2.0,32.726982,-117.230288,2016-07-20 03:01:26.371961
11461295,25823092,Entire home/apt,,Midtown,0,,3,2.0,200.0,4.0,32.736407,-117.172419,2016-07-20 03:01:22.992217
8800296,36828493,Private room,,Mission Bay,0,,3,1.0,100.0,1.0,32.776119,-117.252371,2016-07-20 03:01:16.800585
14016917,14060904,Private room,,Balboa Park,0,,6,1.0,350.0,3.0,32.718329,-117.13884,2016-07-20 03:01:12.655953
13690280,26501990,Entire home/apt,,Grant Hill,0,,8,3.0,750.0,4.0,32.707663,-117.132609,2016-07-20 03:01:10.318612
13924041,58622375,Entire home/apt,,College Area,0,,2,0.0,75.0,1.0,32.767818,-117.083019,2016-07-20 03:01:03.886939
